"GM18558","GM18960","GM19240","Judith","Leo","Maryke"
"ENSG00000147677",285,460,520,227,158,180
"ENSG00000145247",60,102,64,85,32,29
"ENSG00000167578",11,42,8,26,12,12
"ENSG00000104549",112,170,109,103,92,27
"ENSG00000121594",57,75,144,78,73,83
"ENSG00000148180",8,8,9,123,38,19
"ENSG00000132780",87,188,106,149,34,64
"ENSG00000128609",49,82,106,69,63,59
"ENSG00000104973",18,23,24,42,19,7
"ENSG00000173588",9,12,1,19,9,10
"ENSG00000134419",992,1174,2431,1854,995,1079
"ENSG00000156675",17,12,78,41,45,46
"ENSG00000166012",81,68,57,103,69,50
"ENSG00000205220",99,121,47,229,38,15
"ENSG00000178209",12,8,21,18,9,5
"ENSG00000144040",2,3,9,6,2,17
"ENSG00000120899",120,153,192,303,161,126
"ENSG00000144674",27,22,74,35,31,29
"ENSG00000196387",8,15,17,15,7,6
"ENSG00000158109",38,45,19,83,41,32
"ENSG00000132478",8,12,9,19,7,3
"ENSG00000155111",3,6,36,7,5,1
"ENSG00000108784",4,8,2,15,5,15
"ENSG00000163975",27,17,3,38,30,11
"ENSG00000143156",14,13,25,33,29,17
"ENSG00000135446",137,265,155,166,110,82
"ENSG00000174177",15,26,11,16,7,4
"ENSG00000205268",6,8,24,92,56,72
"ENSG00000101882",31,42,32,43,20,31
"ENSG00000144711",26,22,28,72,85,26
"ENSG00000154277",65,142,114,60,19,123
"ENSG00000143093",12,23,24,30,18,17
"ENSG00000087586",8,19,20,15,3,6
"ENSG00000092841",219,380,372,649,271,302
"ENSG00000078900",4,8,12,11,5,10
"ENSG00000133706",41,78,77,94,49,38
"ENSG00000261408",7,5,4,10,10,7
"ENSG00000163872",10,18,32,22,11,11
"ENSG00000158604",39,53,24,76,41,45
"ENSG00000147533",49,53,148,48,52,33
"ENSG00000113812",19,28,29,30,19,18
"ENSG00000110048",33,32,37,62,44,26
"ENSG00000023892",15,26,12,17,12,3
"ENSG00000118961",11,20,19,6,2,4
"ENSG00000121060",14,24,45,52,26,27
"ENSG00000165271",21,34,22,56,20,12
"ENSG00000110880",108,152,112,155,128,104
"ENSG00000238083",3,2,22,5,3,3
"ENSG00000164117",32,33,35,26,20,20
"ENSG00000123415",8,7,12,7,4,24
"ENSG00000085433",10,6,10,22,13,7
"ENSG00000173915",110,117,156,115,57,125
"ENSG00000103066",6,3,14,12,6,4
"ENSG00000166888",83,97,75,170,76,36
"ENSG00000156860",25,44,10,60,19,7
"ENSG00000115350",18,53,33,64,11,9
"ENSG00000100353",224,331,199,415,244,187
"ENSG00000119705",81,92,112,120,58,71
"ENSG00000065150",98,170,75,159,67,66
"ENSG00000065613",28,16,48,22,14,17
"ENSG00000175115",27,61,59,36,15,19
"ENSG00000262660",5,16,7,79,21,40
"ENSG00000072756",22,42,48,31,17,18
"ENSG00000143653",47,82,53,28,21,28
"ENSG00000151883",32,23,16,59,25,16
"ENSG00000149782",15,8,4,26,7,10
"ENSG00000111725",34,30,83,62,38,14
"ENSG00000137200",25,40,62,72,21,24
"ENSG00000257950",8,8,25,5,3,3
"ENSG00000213199",2,1,16,3,2,10
"ENSG00000113595",5,4,16,7,5,3
"ENSG00000100298",5,5,22,10,3,3
"ENSG00000107341",72,109,84,34,19,9
"ENSG00000168495",21,32,26,36,15,12
"ENSG00000105173",9,23,82,22,4,18
"ENSG00000228144",23,29,71,20,20,13
"ENSG00000137959",29,34,45,38,6,13
"ENSG00000117153",19,27,37,52,40,26
"ENSG00000100410",56,123,55,98,42,49
"ENSG00000149577",34,29,40,72,26,18
"ENSG00000151923",67,65,70,92,53,52
"ENSG00000167670",10,28,10,18,2,7
"ENSG00000085231",56,68,63,81,30,54
"ENSG00000140259",79,94,43,111,65,60
"ENSG00000198805",107,155,112,57,19,35
"ENSG00000163788",6,4,39,15,6,4
"ENSG00000163900",6,10,12,7,9,19
"ENSG00000073578",84,140,84,106,56,53
"ENSG00000144283",3,12,12,19,2,4
"ENSG00000143774",49,82,20,43,25,17
"ENSG00000129667",19,23,11,19,18,9
"ENSG00000103549",49,55,42,89,43,16
"ENSG00000123064",33,63,30,49,20,13
"ENSG00000196182",34,20,36,41,32,13
"ENSG00000171603",27,32,27,30,16,9
"ENSG00000104969",79,81,57,113,50,16
"ENSG00000090238",23,22,4,34,22,1
"ENSG00000125648",25,41,24,11,6,5
"ENSG00000104714",9,14,30,6,5,9
"ENSG00000075914",50,57,78,45,27,38
"ENSG00000137563",35,44,40,14,2,15
"ENSG00000163811",81,78,45,74,56,40
"ENSG00000139644",262,262,304,415,339,333
"ENSG00000136040",5,9,44,18,5,9
"ENSG00000117505",94,85,92,116,67,66
"ENSG00000101365",66,95,64,123,68,64
"ENSG00000089639",13,20,21,36,13,10
"ENSG00000136144",7,11,11,48,44,20
"ENSG00000101166",87,93,93,114,79,87
"ENSG00000176946",31,59,29,38,21,6
"ENSG00000133872",62,65,81,59,32,31
"ENSG00000104671",46,76,25,90,50,29
"ENSG00000140326",4,8,10,17,6,4
"ENSG00000135362",1,2,22,3,1,1
"ENSG00000111252",12,14,13,12,9,9
"ENSG00000100647",13,21,46,54,34,21
"ENSG00000114353",187,304,200,284,152,106
"ENSG00000122085",15,21,64,24,10,19
"ENSG00000166889",51,46,26,77,71,30
"ENSG00000077312",42,107,24,61,16,25
"ENSG00000096070",5,4,13,11,5,7
"ENSG00000134470",12,9,22,36,22,12
"ENSG00000134243",1,4,19,16,3,6
"ENSG00000175324",67,69,78,58,24,48
"ENSG00000048991",19,34,50,31,13,26
"ENSG00000100908",18,22,33,22,9,21
"ENSG00000134371",42,48,46,54,40,28
"ENSG00000100299",7,13,2,10,5,10
"ENSG00000056558",135,199,218,325,155,143
"ENSG00000099204",3,3,24,36,22,4
"ENSG00000105676",16,35,38,36,15,11
"ENSG00000081760",21,27,32,50,22,26
"ENSG00000109805",11,39,75,22,3,13
"ENSG00000125772",23,37,25,26,12,19
"ENSG00000166913",88,174,250,291,174,169
"ENSG00000213949",14,8,13,38,11,15
"ENSG00000129515",63,79,64,64,47,31
"ENSG00000124383",63,75,34,69,33,31
"ENSG00000117697",23,31,42,30,14,7
"ENSG00000183648",44,80,158,62,19,31
"ENSG00000149658",21,28,22,28,30,27
"ENSG00000100568",62,69,78,130,90,47
"ENSG00000091483",64,193,65,160,45,63
"ENSG00000221838",16,23,23,14,5,2
"ENSG00000154222",22,23,34,57,42,21
"ENSG00000164330",25,15,32,38,22,6
"ENSG00000116675",3,2,26,3,3,31
"ENSG00000174953",28,42,47,50,20,17
"ENSG00000117862",33,49,19,22,28,16
"ENSG00000184465",3,4,4,6,2,7
"ENSG00000116539",19,16,16,27,16,19
"ENSG00000146282",27,39,39,69,44,57
"ENSG00000108883",77,126,90,135,61,45
"ENSG00000197724",7,9,23,10,11,5
"ENSG00000163808",4,13,28,9,2,10
"ENSG00000197798",13,16,26,18,14,19
"ENSG00000005889",5,4,15,17,7,7
"ENSG00000076650",10,7,44,12,6,6
"ENSG00000105323",68,138,86,121,46,37
"ENSG00000151414",10,23,40,18,16,14
"ENSG00000143337",27,23,20,34,21,24
"ENSG00000164815",24,43,60,32,10,20
"ENSG00000173020",91,137,88,197,85,58
"ENSG00000132199",10,11,40,48,29,31
"ENSG00000214655",21,20,24,44,24,14
"ENSG00000135976",4,4,22,12,3,6
"ENSG00000163507",7,18,9,14,4,5
"ENSG00000143183",103,163,59,138,87,93
"ENSG00000066923",14,20,96,28,26,5
"ENSG00000124228",63,90,64,94,52,35
"ENSG00000183889",40,46,45,17,5,16
"ENSG00000164051",35,72,112,15,12,12
"ENSG00000132694",3,6,15,12,17,9
"ENSG00000132434",10,11,34,16,9,6
"ENSG00000137491",5,3,24,25,7,11
"ENSG00000170860",68,94,119,115,49,71
"ENSG00000092439",31,27,53,29,33,17
"ENSG00000024048",20,16,36,27,18,20
"ENSG00000114554",13,11,14,6,5,2
"ENSG00000117632",118,430,136,325,152,162
"ENSG00000196367",11,16,16,17,11,10
"ENSG00000149743",11,20,33,16,10,5
"ENSG00000137364",28,40,48,45,11,16
"ENSG00000182712",24,19,64,16,11,13
"ENSG00000047346",14,10,33,20,29,17
"ENSG00000100591",287,428,282,435,214,162
"ENSG00000105810",16,13,32,20,19,7
"ENSG00000007392",29,40,29,35,19,13
"ENSG00000072501",19,38,39,29,10,16
"ENSG00000072864",30,32,42,42,36,24
"ENSG00000164654",24,40,33,58,29,12
"ENSG00000159958",12,18,53,29,6,4
"ENSG00000105717",4,3,16,11,2,1
"ENSG00000139350",18,36,11,37,18,21
"ENSG00000196652",4,3,35,4,4,4
"ENSG00000176476",24,24,8,17,9,6
"ENSG00000158019",20,37,57,28,21,22
"ENSG00000108561",332,429,258,264,121,116
"ENSG00000162607",38,53,64,66,16,22
"ENSG00000087074",40,28,33,7,19,14
"ENSG00000131043",20,17,56,30,22,5
"ENSG00000132792",62,92,86,90,48,41
"ENSG00000162434",21,26,51,165,45,31
"ENSG00000150712",6,12,45,13,11,18
"ENSG00000119004",5,8,13,7,2,12
"ENSG00000110218",16,10,23,18,13,1
"ENSG00000110851",17,14,32,30,27,15
"ENSG00000160075",218,216,142,202,183,105
"ENSG00000062822",14,32,12,20,4,6
"ENSG00000124155",28,34,29,59,29,20
"ENSG00000186866",11,8,7,14,10,6
"ENSG00000100483",12,11,26,6,4,7
"ENSG00000124356",33,48,59,60,30,42
"ENSG00000198160",19,31,28,28,16,15
"ENSG00000267303",28,57,3,41,11,1
"ENSG00000134815",11,15,10,16,9,4
"ENSG00000151065",11,19,22,17,9,4
"ENSG00000117385",18,21,35,43,18,15
"ENSG00000106948",21,37,29,38,16,11
"ENSG00000196092",14,21,18,25,9,7
"ENSG00000156787",4,8,53,6,2,4
"ENSG00000268193",51,67,29,9,9,2
"ENSG00000070761",59,52,20,69,34,17
"ENSG00000161956",65,90,67,96,35,57
"ENSG00000197622",64,65,76,80,58,43
"ENSG00000131558",13,27,34,35,28,24
"ENSG00000253729",19,47,40,36,13,20
"ENSG00000105220",313,303,239,245,223,143
"ENSG00000134330",34,54,43,48,56,33
"ENSG00000159200",8,8,23,14,3,5
"ENSG00000100554",68,77,53,125,123,71
"ENSG00000142459",8,8,14,29,5,7
"ENSG00000002919",32,46,44,99,62,56
"ENSG00000243156",2,4,5,13,6,9
"ENSG00000162402",13,10,29,20,17,15
"ENSG00000159140",86,73,66,87,81,53
"ENSG00000159267",3,4,1,4,2,6
"ENSG00000170906",22,37,64,76,18,19
"ENSG00000137601",6,6,29,10,6,13
"ENSG00000163029",25,34,52,64,27,32
"ENSG00000166947",30,37,45,2,2,9
"ENSG00000136715",12,15,19,28,12,10
"ENSG00000134809",28,36,65,35,34,26
"ENSG00000115825",7,12,24,27,17,16
"ENSG00000162972",24,43,44,34,21,21
"ENSG00000159579",27,37,27,47,29,31
"ENSG00000002834",34,61,41,57,40,19
"ENSG00000138002",3,3,27,10,3,6
"ENSG00000132185",11,31,109,27,11,51
"ENSG00000107643",34,27,37,26,20,26
"ENSG00000064545",9,15,7,14,4,4
"ENSG00000100150",6,8,17,7,4,6
"ENSG00000129968",12,28,3,32,6,6
"ENSG00000113966",13,11,78,15,5,19
"ENSG00000233276",64,91,52,250,48,40
"ENSG00000116906",55,76,61,91,47,43
"ENSG00000123983",17,24,27,72,45,24
"ENSG00000130638",91,165,126,85,37,34
"ENSG00000169683",6,11,18,12,2,3
"ENSG00000111897",62,52,56,71,45,26
"ENSG00000150991",283,367,378,326,302,277
"ENSG00000134375",63,104,82,130,45,53
"ENSG00000155324",19,16,14,10,4,6
"ENSG00000115239",21,39,43,17,16,28
"ENSG00000131979",12,19,51,25,11,11
"ENSG00000136279",19,74,58,88,40,19
"ENSG00000029363",68,72,60,80,48,34
"ENSG00000113569",14,24,29,29,9,14
"ENSG00000090316",26,36,16,27,21,4
"ENSG00000123213",18,26,21,32,14,26
"ENSG00000179364",8,9,9,20,7,4
"ENSG00000148334",33,55,12,66,9,13
"ENSG00000107758",14,29,38,49,29,31
"ENSG00000136738",19,17,19,21,10,11
"ENSG00000104936",28,15,25,32,19,5
"ENSG00000114573",34,44,39,84,42,48
"ENSG00000150787",16,10,1,20,10,1
"ENSG00000108061",50,59,31,116,87,51
"ENSG00000070785",19,35,55,18,7,13
"ENSG00000137822",13,13,27,24,17,14
"ENSG00000100628",1,10,51,2,1,3
"ENSG00000101266",55,77,37,151,78,76
"ENSG00000133028",15,34,40,44,20,32
"ENSG00000185043",74,84,111,84,75,49
"ENSG00000167657",38,44,39,91,42,14
"ENSG00000136485",47,40,53,73,38,28
"ENSG00000141002",45,57,72,75,26,33
"ENSG00000117859",83,99,83,108,71,67
"ENSG00000061936",22,15,45,24,17,16
"ENSG00000170667",12,16,45,5,3,2
"ENSG00000186184",36,44,39,160,47,29
"ENSG00000105879",13,18,36,17,16,17
"ENSG00000136104",20,54,56,64,20,41
"ENSG00000188342",58,49,40,73,40,28
"ENSG00000164754",93,107,87,147,93,75
"ENSG00000082213",13,21,15,13,14,14
"ENSG00000198408",37,50,63,81,51,53
"ENSG00000170892",22,49,1,40,17,7
"ENSG00000105617",15,12,10,14,2,12
"ENSG00000161021",13,14,41,10,14,10
"ENSG00000122565",144,193,139,145,68,62
"ENSG00000196912",3,3,22,12,3,6
"ENSG00000132591",47,100,67,64,30,30
"ENSG00000068308",41,62,67,100,64,45
"ENSG00000072274",70,136,143,228,116,224
"ENSG00000139437",15,16,22,21,5,10
"ENSG00000112592",31,36,27,27,19,16
"ENSG00000203880",16,8,52,15,5,16
"ENSG00000139697",33,33,44,66,43,28
"ENSG00000196839",54,59,72,38,43,13
"ENSG00000099337",1,2,9,56,47,73
"ENSG00000053770",59,61,34,41,26,20
"ENSG00000154814",32,56,107,16,5,24
"ENSG00000159063",16,37,40,34,13,14
"ENSG00000154589",30,23,28,33,25,15
"ENSG00000106404",9,6,12,15,5,4
"ENSG00000005156",7,16,33,17,7,9
"ENSG00000151725",8,40,61,14,2,14
"ENSG00000148090",3,6,36,4,2,12
"ENSG00000143575",88,115,74,145,104,130
"ENSG00000116459",232,277,216,225,113,113
"ENSG00000114054",28,59,41,29,15,17
"ENSG00000116586",46,58,87,77,36,28
"ENSG00000138757",65,81,41,108,79,68
"ENSG00000087053",18,23,32,37,24,15
"ENSG00000101138",27,33,34,36,19,17
"ENSG00000149923",112,117,82,188,127,76
"ENSG00000143256",64,122,93,112,48,26
"ENSG00000188677",73,119,106,84,51,18
"ENSG00000100949",27,29,57,38,20,14
"ENSG00000155115",80,110,35,177,50,57
"ENSG00000168214",19,24,26,33,20,15
"ENSG00000102738",41,56,39,64,24,49
"ENSG00000175455",13,13,27,13,6,12
"ENSG00000168899",17,25,54,18,10,6
"ENSG00000138468",8,8,38,10,5,10
"ENSG00000177981",10,12,82,18,11,16
"ENSG00000137100",48,83,60,79,34,42
"ENSG00000127481",37,38,54,46,32,29
"ENSG00000095787",83,76,103,119,102,60
"ENSG00000132953",10,12,25,20,11,14
"ENSG00000112159",10,14,29,15,6,11
"ENSG00000120705",116,157,93,190,89,99
"ENSG00000129566",10,9,21,16,7,11
"ENSG00000106591",43,126,74,59,44,38
"ENSG00000109062",26,49,5,114,24,16
"ENSG00000118965",10,8,32,10,5,11
"ENSG00000173692",67,128,114,144,60,85
"ENSG00000135723",17,30,21,47,22,26
"ENSG00000221926",2,3,29,12,21,11
"ENSG00000163159",29,65,41,65,51,24
"ENSG00000100629",3,3,14,3,1,12
"ENSG00000180182",23,30,25,50,20,22
"ENSG00000120063",15,28,29,18,29,13
"ENSG00000152133",11,12,26,14,15,21
"ENSG00000092853",3,11,6,7,2,6
"ENSG00000181852",23,22,5,27,18,15
"ENSG00000189091",61,148,92,154,59,60
"ENSG00000169855",12,7,8,5,49,1
"ENSG00000105948",4,5,41,4,4,7
"ENSG00000134453",78,94,96,166,83,61
"ENSG00000123143",137,140,109,116,69,20
"ENSG00000151694",9,9,12,26,15,15
"ENSG00000152942",38,42,62,33,26,17
"ENSG00000132842",22,41,40,56,27,22
"ENSG00000168994",8,6,24,19,10,10
"ENSG00000204977",5,9,26,6,4,16
"ENSG00000165416",111,104,127,143,92,83
"ENSG00000137992",6,12,48,15,9,6
"ENSG00000065357",14,20,35,26,9,16
"ENSG00000171456",15,11,46,27,13,12
"ENSG00000147872",215,198,78,165,98,46
"ENSG00000151116",6,10,45,14,7,13
"ENSG00000124164",24,19,17,35,42,24
"ENSG00000176148",31,34,46,16,10,16
"ENSG00000141179",12,13,58,27,13,9
"ENSG00000106268",9,13,30,14,4,7
"ENSG00000068784",8,16,39,31,12,21
"ENSG00000156127",73,142,173,92,142,62
"ENSG00000198258",178,199,335,292,94,113
"ENSG00000105607",20,42,44,22,7,5
"ENSG00000106682",130,188,183,238,229,78
"ENSG00000168071",37,26,6,30,12,4
"ENSG00000152332",23,15,51,24,16,11
"ENSG00000100412",94,129,102,124,76,45
"ENSG00000121486",17,21,20,32,14,11
"ENSG00000110172",67,118,92,138,84,51
"ENSG00000118855",33,42,65,43,37,37
"ENSG00000132254",24,32,50,48,29,32
"ENSG00000143641",80,48,82,98,95,44
"ENSG00000167202",15,12,31,29,22,6
"ENSG00000165102",13,10,16,34,13,15
"ENSG00000111647",9,10,10,20,14,16
"ENSG00000163344",41,107,69,96,32,32
"ENSG00000147419",18,23,50,57,18,13
"ENSG00000234857",98,175,112,243,94,94
"ENSG00000134294",126,83,48,93,89,37
"ENSG00000198900",142,162,123,151,61,75
"ENSG00000154721",2,3,28,26,17,14
"ENSG00000166333",60,88,106,80,78,47
"ENSG00000085999",4,14,36,7,3,9
"ENSG00000075415",400,432,422,447,279,291
"ENSG00000167110",21,17,31,29,20,15
"ENSG00000065883",19,20,41,46,18,17
"ENSG00000132323",29,42,49,54,28,16
"ENSG00000127824",34,115,110,149,37,77
"ENSG00000141526",46,36,55,7,5,1
"ENSG00000160200",3,33,8,13,5,3
"ENSG00000164823",44,38,44,31,15,24
"ENSG00000136193",27,30,47,18,10,15
"ENSG00000011275",40,19,15,41,31,21
"ENSG00000130921",8,20,59,21,5,7
"ENSG00000117640",36,36,29,38,41,38
"ENSG00000185418",10,9,12,5,2,6
"ENSG00000140379",86,114,162,140,59,87
"ENSG00000151552",30,40,18,63,26,25
"ENSG00000160796",54,61,26,50,26,14
"ENSG00000213918",73,109,90,6,2,6
"ENSG00000108479",13,21,19,25,9,4
"ENSG00000171298",10,4,6,35,20,7
"ENSG00000055147",13,16,24,46,34,33
"ENSG00000145029",5,14,46,7,2,9
"ENSG00000115241",112,178,129,150,79,60
"ENSG00000176209",20,32,50,35,15,11
"ENSG00000061656",12,4,10,10,5,2
"ENSG00000112237",45,81,77,111,79,53
"ENSG00000188092",21,23,53,26,16,19
"ENSG00000164896",16,25,26,41,26,14
"ENSG00000125877",43,65,63,113,46,36
"ENSG00000139687",38,48,33,26,22,11
"ENSG00000122068",46,71,22,43,31,78
"ENSG00000085998",22,31,47,57,17,19
"ENSG00000160563",18,30,3,20,20,18
"ENSG00000072135",4,5,9,9,4,6
"ENSG00000088451",18,32,28,41,32,36
"ENSG00000149311",15,13,21,22,15,12
"ENSG00000138593",15,15,18,26,19,12
"ENSG00000095139",68,87,40,141,115,56
"ENSG00000140525",7,38,39,29,4,5
"ENSG00000086730",92,129,121,66,43,27
"ENSG00000100577",17,15,14,7,5,5
"ENSG00000204843",47,55,62,57,37,24
"ENSG00000167895",18,34,22,35,19,10
"ENSG00000143384",82,92,193,222,64,149
"ENSG00000148606",14,16,43,22,12,17
"ENSG00000158828",3,5,11,37,18,3
"ENSG00000187051",76,104,118,100,40,19
"ENSG00000130958",19,21,38,42,47,19
"ENSG00000108840",19,25,20,42,28,13
"ENSG00000116209",76,97,91,153,97,92
"ENSG00000144741",29,19,53,40,21,25
"ENSG00000196449",71,86,55,67,34,20
"ENSG00000113318",6,11,22,12,5,6
"ENSG00000087274",56,79,89,170,95,67
"ENSG00000163681",18,18,28,34,24,18
"ENSG00000180304",33,40,64,94,44,63
"ENSG00000116679",47,43,32,133,69,54
"ENSG00000096968",8,17,30,10,4,10
"ENSG00000123159",4,18,2,38,4,6
"ENSG00000163781",25,44,52,42,20,11
"ENSG00000183597",5,9,10,16,7,7
"ENSG00000104884",19,25,10,36,11,18
"ENSG00000122729",12,16,10,31,17,24
"ENSG00000197872",3,4,40,105,116,27
"ENSG00000059758",36,29,27,66,58,13
"ENSG00000102317",193,238,149,336,170,134
"ENSG00000115464",23,26,34,35,27,16
"ENSG00000160193",12,9,18,6,3,3
"ENSG00000100077",25,28,26,59,42,17
"ENSG00000103018",156,141,229,161,103,111
"ENSG00000059804",16,17,32,30,12,18
"ENSG00000166171",9,11,24,10,12,13
"ENSG00000159461",40,42,55,51,31,26
"ENSG00000102078",6,7,14,9,5,13
"ENSG00000177119",19,18,28,24,19,10
"ENSG00000167380",13,9,43,6,7,11
"ENSG00000147874",16,22,22,22,5,24
"ENSG00000167526",1460,1801,2156,1128,829,390
"ENSG00000108506",7,13,50,19,10,9
"ENSG00000229833",19,16,20,11,17,30
"ENSG00000070423",26,33,8,24,13,6
"ENSG00000132879",12,15,11,14,10,5
"ENSG00000142208",59,103,57,98,49,17
"ENSG00000079931",3,16,40,16,17,11
"ENSG00000120709",20,26,11,14,7,9
"ENSG00000105281",118,87,78,137,78,27
"ENSG00000169714",151,217,338,178,136,156
"ENSG00000116455",56,99,34,69,32,29
"ENSG00000103035",82,193,143,141,112,78
"ENSG00000160741",70,64,76,57,62,31
"ENSG00000117614",137,138,72,91,62,32
"ENSG00000178105",19,29,21,38,17,19
"ENSG00000204138",10,10,26,10,12,10
"ENSG00000196155",2,2,4,4,1,1
"ENSG00000001084",34,20,36,43,42,27
"ENSG00000177548",32,43,27,18,4,4
"ENSG00000081721",30,30,13,28,14,17
"ENSG00000105497",4,2,14,1,1,7
"ENSG00000164934",131,121,59,136,85,96
"ENSG00000065970",7,6,22,13,7,7
"ENSG00000105404",19,52,14,89,57,22
"ENSG00000104763",245,165,85,149,270,52
"ENSG00000166275",18,7,32,17,6,2
"ENSG00000122692",68,105,56,79,34,31
"ENSG00000196363",52,69,75,73,37,35
"ENSG00000172932",24,29,25,51,17,5
"ENSG00000149089",75,48,48,80,35,30
"ENSG00000004975",35,29,47,124,69,63
"ENSG00000165609",74,97,101,124,56,87
"ENSG00000185262",29,57,7,11,2,2
"ENSG00000163904",21,26,51,37,22,21
"ENSG00000153790",8,6,27,18,15,13
"ENSG00000160877",31,41,24,64,19,3
"ENSG00000115459",3,6,4,3,2,9
"ENSG00000126067",197,216,265,281,165,219
"ENSG00000106733",10,9,8,13,4,11
"ENSG00000103111",15,16,10,25,15,5
"ENSG00000151729",33,73,33,15,17,13
"ENSG00000102921",32,31,39,32,20,18
"ENSG00000107938",10,25,29,15,7,10
"ENSG00000164180",14,13,23,18,12,17
"ENSG00000156858",40,46,38,56,21,9
"ENSG00000163472",1,3,12,2,4,9
"ENSG00000089597",60,92,67,123,67,54
"ENSG00000103365",45,70,40,56,33,20
"ENSG00000033170",8,25,48,54,28,51
"ENSG00000105875",37,52,25,22,9,11
"ENSG00000105953",39,77,53,52,33,19
"ENSG00000106246",42,54,95,66,35,43
"ENSG00000087460",402,492,502,604,363,357
"ENSG00000049618",8,15,34,21,7,5
"ENSG00000074071",20,43,6,34,17,4
"ENSG00000163466",205,448,576,637,316,346
"ENSG00000047365",14,11,14,15,13,11
"ENSG00000114784",165,182,90,158,135,71
"ENSG00000113273",7,6,23,21,4,11
"ENSG00000132471",62,135,37,99,77,50
"ENSG00000168653",170,250,330,403,151,198
"ENSG00000137806",11,11,52,63,27,20
"ENSG00000100319",25,25,22,38,21,13
"ENSG00000122483",2,6,6,10,2,11
"ENSG00000100220",199,179,160,290,168,129
"ENSG00000139714",2,1,40,5,2,2
"ENSG00000133835",41,63,49,103,38,41
"ENSG00000198276",17,32,11,29,12,11
"ENSG00000112584",8,20,25,26,14,16
"ENSG00000086015",8,12,38,15,4,5
"ENSG00000189308",6,8,3,12,6,15
"ENSG00000159256",8,13,22,14,12,4
"ENSG00000072954",20,25,33,9,6,1
"ENSG00000063245",8,15,14,21,9,6
"ENSG00000189046",18,20,26,11,9,9
"ENSG00000102384",3,6,18,4,3,1
"ENSG00000104679",27,27,30,53,28,20
"ENSG00000196453",16,17,22,26,13,22
"ENSG00000166200",66,89,68,87,44,44
"ENSG00000166881",6,10,30,11,6,16
"ENSG00000143578",10,10,22,10,7,19
"ENSG00000012048",4,12,1,7,4,7
"ENSG00000168234",12,11,16,16,4,15
"ENSG00000204859",13,18,21,27,13,9
"ENSG00000165392",14,21,28,13,5,13
"ENSG00000127452",6,6,2,5,2,1
"ENSG00000179163",7,16,84,28,15,25
"ENSG00000122966",2,5,15,3,2,6
"ENSG00000005469",5,9,18,35,10,20
"ENSG00000117118",129,218,159,157,83,54
"ENSG00000121064",35,52,107,51,24,52
"ENSG00000112983",20,21,24,35,18,19
"ENSG00000136631",17,33,40,24,13,19
"ENSG00000113522",32,54,50,66,41,42
"ENSG00000134058",67,52,29,62,29,30
"ENSG00000110429",16,26,24,30,12,10
"ENSG00000107651",32,45,55,56,32,16
"ENSG00000068120",56,52,47,36,18,17
"ENSG00000140521",33,32,33,43,19,11
"ENSG00000136824",9,29,22,17,2,12
"ENSG00000021574",10,9,26,21,9,20
"ENSG00000204209",47,60,16,56,37,26
"ENSG00000101346",8,12,25,10,7,3
"ENSG00000163798",46,48,20,59,29,22
"ENSG00000140750",90,97,71,40,37,18
"ENSG00000144034",24,36,26,21,15,28
"ENSG00000132024",15,20,13,20,11,6
"ENSG00000151353",32,24,11,21,29,3
"ENSG00000180448",39,63,28,72,59,14
"ENSG00000139218",21,27,27,31,22,28
"ENSG00000204070",22,28,3,21,21,6
"ENSG00000146247",13,12,41,12,10,13
"ENSG00000172062",96,112,68,112,67,15
"ENSG00000107020",22,41,51,28,12,10
"ENSG00000168000",25,27,29,47,15,17
"ENSG00000257767",10,32,12,34,4,4
"ENSG00000198839",48,60,82,58,45,28
"ENSG00000047249",50,63,39,95,59,32
"ENSG00000164978",13,23,18,16,11,28
"ENSG00000104783",50,74,84,14,9,9
"ENSG00000099364",11,17,16,16,7,5
"ENSG00000171552",10,18,128,27,10,28
"ENSG00000162664",26,27,58,34,11,17
"ENSG00000213341",22,29,43,38,32,21
"ENSG00000110031",190,247,382,84,107,118
"ENSG00000171792",6,15,19,16,4,2
"ENSG00000125454",13,22,27,16,9,6
"ENSG00000131143",260,432,834,438,339,185
"ENSG00000146021",2,2,17,4,1,5
"ENSG00000085274",13,20,24,22,11,30
"ENSG00000183735",44,45,51,41,35,20
"ENSG00000088882",13,43,22,2,1,2
"ENSG00000157954",64,60,93,56,36,15
"ENSG00000111737",53,39,51,79,67,47
"ENSG00000184056",20,25,64,44,16,14
"ENSG00000186260",3,2,6,3,4,9
"ENSG00000167615",71,31,51,64,25,14
"ENSG00000116604",17,29,25,27,25,26
"ENSG00000115306",129,133,67,33,30,10
"ENSG00000237649",13,49,50,25,2,6
"ENSG00000182541",14,22,42,43,7,19
"ENSG00000042445",7,18,27,13,3,5
"ENSG00000136504",23,29,43,30,17,14
"ENSG00000060069",6,14,16,16,5,6
"ENSG00000115484",270,398,187,378,222,171
"ENSG00000140332",20,26,9,22,18,10
"ENSG00000136816",13,10,19,33,5,13
"ENSG00000088833",44,66,82,60,36,62
"ENSG00000182985",3,4,35,30,32,21
"ENSG00000177600",1218,1076,517,1068,561,322
"ENSG00000105647",11,16,6,19,10,6
"ENSG00000164944",23,28,36,48,24,21
"ENSG00000037897",17,19,13,27,10,13
"ENSG00000159593",55,99,50,77,19,22
"ENSG00000070367",43,50,58,60,47,18
"ENSG00000092094",42,49,36,58,20,25
"ENSG00000222046",2,3,34,11,2,2
