"gene","Judith","Leo","Maryke"
"4935","ENSPTRG00000012960",2,1,4
"4936","ENSPTRG00000012965",21,6,6
"4937","ENSPTRG00000012967",1,6,6
"4938","ENSPTRG00000012974",133,41,54
"4939","ENSPTRG00000012976",67,42,22
"4940","ENSPTRG00000012979",8,6,6
"4941","ENSPTRG00000012980",31,45,22
"4942","ENSPTRG00000012981",51,41,44
"4943","ENSPTRG00000012982",33,5,14
"4944","ENSPTRG00000012986",88,58,56
"4945","ENSPTRG00000012987",81,53,35
"4946","ENSPTRG00000012990",5,5,8
"4947","ENSPTRG00000012993",39,26,23
"4948","ENSPTRG00000012995",71,54,27
"4949","ENSPTRG00000013005",97,61,50
"4950","ENSPTRG00000013006",14,2,5
"4951","ENSPTRG00000013010",27,9,22
"4952","ENSPTRG00000013011",20,10,7
"4953","ENSPTRG00000013012",54,37,37
"4954","ENSPTRG00000013015",76,46,54
"4955","ENSPTRG00000013018",188,35,47
"4956","ENSPTRG00000013021",135,56,80
"4957","ENSPTRG00000013023",12,5,13
"4958","ENSPTRG00000013025",630,317,309
"4959","ENSPTRG00000013030",44,35,24
"4960","ENSPTRG00000013033",13,5,4
"4961","ENSPTRG00000013043",86,44,41
"4962","ENSPTRG00000013050",95,64,41
"4963","ENSPTRG00000013051",12,8,2
"4964","ENSPTRG00000013053",12,8,4
"4965","ENSPTRG00000013054",20,9,15
"4966","ENSPTRG00000013062",5,1,5
"4967","ENSPTRG00000013071",55,19,17
"4968","ENSPTRG00000013077",28,24,30
"4969","ENSPTRG00000013081",75,60,32
"4970","ENSPTRG00000013082",32,6,10
"4971","ENSPTRG00000013088",51,26,15
"4972","ENSPTRG00000013092",6,3,3
"4973","ENSPTRG00000013097",7,2,2
"4974","ENSPTRG00000013099",79,63,54
"4975","ENSPTRG00000013102",79,43,10
"4976","ENSPTRG00000013105",5,2,2
"4977","ENSPTRG00000013106",6,1,8
"4978","ENSPTRG00000013107",86,28,16
"4979","ENSPTRG00000013108",14,6,3
"4980","ENSPTRG00000013116",22,9,18
"4981","ENSPTRG00000013117",6,2,7
"4982","ENSPTRG00000013118",83,34,48
"4983","ENSPTRG00000013121",283,194,126
"4984","ENSPTRG00000013123",8,5,6
"4985","ENSPTRG00000013125",68,32,12
"4986","ENSPTRG00000013127",36,20,6
"4987","ENSPTRG00000013128",53,19,26
"4988","ENSPTRG00000013129",43,15,15
"4989","ENSPTRG00000013130",15,7,8
"4990","ENSPTRG00000013131",6,3,3
"4991","ENSPTRG00000013143",15,13,4
"4992","ENSPTRG00000013144",40,24,14
"4993","ENSPTRG00000013145",19,8,8
"4994","ENSPTRG00000013147",141,73,71
"4995","ENSPTRG00000013155",79,40,54
"4996","ENSPTRG00000013161",3,2,3
"4997","ENSPTRG00000013163",195,79,114
"4998","ENSPTRG00000013164",56,34,58
"4999","ENSPTRG00000013167",2,2,3
"5000","ENSPTRG00000013171",61,37,29
"5001","ENSPTRG00000013173",7,4,7
"5002","ENSPTRG00000013176",342,169,103
"5003","ENSPTRG00000013177",5,1,7
"5004","ENSPTRG00000013178",6,4,9
"5005","ENSPTRG00000013179",147,67,66
"5006","ENSPTRG00000013180",115,64,60
"5007","ENSPTRG00000013182",2,1,2
"5008","ENSPTRG00000013185",26,18,12
"5009","ENSPTRG00000013186",52,20,14
"5010","ENSPTRG00000013188",18,6,3
"5011","ENSPTRG00000013191",9,10,5
"5012","ENSPTRG00000013194",106,43,34
"5013","ENSPTRG00000013196",5,2,10
"5014","ENSPTRG00000013198",5,4,12
"5015","ENSPTRG00000013204",21,16,15
"5016","ENSPTRG00000013206",12,5,7
"5017","ENSPTRG00000013207",6,2,1
"5018","ENSPTRG00000013209",14,6,6
"5019","ENSPTRG00000013211",31,16,9
"5020","ENSPTRG00000013212",5,3,3
"5021","ENSPTRG00000013214",1,1,1
"5022","ENSPTRG00000013219",17,13,8
"5023","ENSPTRG00000013220",9,6,8
"5024","ENSPTRG00000013221",46,33,33
"5025","ENSPTRG00000013222",552,121,195
"5026","ENSPTRG00000013223",53,34,17
"5027","ENSPTRG00000013228",24,11,18
"5028","ENSPTRG00000013231",16,9,20
"5029","ENSPTRG00000013233",6,2,6
"5030","ENSPTRG00000013234",52,19,43
"5031","ENSPTRG00000013240",17,6,6
"5032","ENSPTRG00000013243",16,19,14
"5033","ENSPTRG00000013247",40,16,44
"5034","ENSPTRG00000013248",3,2,8
"5035","ENSPTRG00000013250",66,10,11
"5036","ENSPTRG00000013252",4,2,5
"5037","ENSPTRG00000013257",8,7,9
"5038","ENSPTRG00000013258",31,23,15
"5039","ENSPTRG00000013259",18,4,9
"5040","ENSPTRG00000013261",4,2,8
"5041","ENSPTRG00000013269",6,3,4
"5042","ENSPTRG00000013271",110,57,51
"5043","ENSPTRG00000013273",1,2,2
"5044","ENSPTRG00000013275",196,88,89
"5045","ENSPTRG00000013276",50,19,17
"5046","ENSPTRG00000013278",88,60,35
"5047","ENSPTRG00000013279",15,4,14
"5048","ENSPTRG00000013282",11,6,10
"5049","ENSPTRG00000013283",3,4,4
"5050","ENSPTRG00000013285",5,3,4
"5051","ENSPTRG00000013287",14,12,12
"5052","ENSPTRG00000013289",25,9,14
"5053","ENSPTRG00000013290",89,45,56
"5054","ENSPTRG00000013291",35,28,17
"5055","ENSPTRG00000013299",59,42,38
"5056","ENSPTRG00000013306",7,5,5
"5057","ENSPTRG00000013308",79,50,38
"5058","ENSPTRG00000013321",6,4,7
"5059","ENSPTRG00000013335",53,24,23
"5060","ENSPTRG00000013336",11,5,2
"5061","ENSPTRG00000013338",12,6,11
"5062","ENSPTRG00000013340",63,21,29
"5063","ENSPTRG00000013341",11,2,1
"5064","ENSPTRG00000013344",23,7,10
"5065","ENSPTRG00000013348",10,4,10
"5066","ENSPTRG00000013356",95,50,98
"5067","ENSPTRG00000013358",6,6,2
"5068","ENSPTRG00000013359",25,9,26
"5069","ENSPTRG00000013360",38,4,21
"5070","ENSPTRG00000013364",7,4,4
"5071","ENSPTRG00000013368",39,20,14
"5072","ENSPTRG00000013371",6,15,5
"5073","ENSPTRG00000013372",42,33,25
"5074","ENSPTRG00000013374",20,8,4
"5075","ENSPTRG00000013375",9,7,3
"5076","ENSPTRG00000013376",20,15,10
"5077","ENSPTRG00000013377",25,12,11
"5078","ENSPTRG00000013383",50,38,14
"5079","ENSPTRG00000013385",276,183,159
"5080","ENSPTRG00000013399",21,13,11
"5081","ENSPTRG00000013400",2,1,7
"5082","ENSPTRG00000013402",3,3,3
"5083","ENSPTRG00000013404",26,2,11
"5084","ENSPTRG00000013406",3,2,4
"5085","ENSPTRG00000013408",380,270,141
"5086","ENSPTRG00000013410",125,63,36
"5087","ENSPTRG00000013412",244,162,102
"5088","ENSPTRG00000013414",94,47,48
"5089","ENSPTRG00000013415",38,29,20
"5090","ENSPTRG00000013416",126,56,61
"5091","ENSPTRG00000013417",10,7,1
"5092","ENSPTRG00000013418",24,10,20
"5093","ENSPTRG00000013421",15,9,12
"5094","ENSPTRG00000013423",13,7,7
"5095","ENSPTRG00000013424",11,3,11
"5096","ENSPTRG00000013426",32,9,16
"5097","ENSPTRG00000013428",2,1,6
"5098","ENSPTRG00000013429",60,36,37
"5099","ENSPTRG00000013430",20,8,15
"5100","ENSPTRG00000013435",210,113,73
"5101","ENSPTRG00000013438",30,22,14
"5102","ENSPTRG00000013440",12,5,5
"5103","ENSPTRG00000013442",174,121,75
"5104","ENSPTRG00000013445",9,5,2
"5105","ENSPTRG00000013446",12,8,4
"5106","ENSPTRG00000013447",37,16,17
"5107","ENSPTRG00000013448",67,19,3
"5108","ENSPTRG00000013452",15,6,7
"5109","ENSPTRG00000013453",18,2,1
"5110","ENSPTRG00000013455",5,2,1
"5111","ENSPTRG00000013456",28,21,5
"5112","ENSPTRG00000013457",42,10,19
"5113","ENSPTRG00000013458",18,5,5
"5114","ENSPTRG00000013459",9,7,6
"5115","ENSPTRG00000013460",71,27,34
"5116","ENSPTRG00000013462",42,20,11
"5117","ENSPTRG00000013464",19,6,16
"5118","ENSPTRG00000013465",6,2,12
"5119","ENSPTRG00000013468",19,7,8
"5120","ENSPTRG00000013469",14,4,9
"5121","ENSPTRG00000013470",3,1,7
"5122","ENSPTRG00000013471",263,120,132
"5123","ENSPTRG00000013473",24,7,19
"5124","ENSPTRG00000013474",83,28,7
"5125","ENSPTRG00000013480",19,5,10
"5126","ENSPTRG00000013481",26,18,15
"5127","ENSPTRG00000013488",23,17,21
"5128","ENSPTRG00000013493",16,5,5
"5129","ENSPTRG00000013497",13,8,10
"5130","ENSPTRG00000013498",141,57,70
"5131","ENSPTRG00000013500",34,19,14
"5132","ENSPTRG00000013501",4,1,23
"5133","ENSPTRG00000013504",6,5,10
"5134","ENSPTRG00000013506",114,96,50
"5135","ENSPTRG00000013507",3,3,2
"5136","ENSPTRG00000013509",17,16,15
"5137","ENSPTRG00000013510",61,15,14
"5138","ENSPTRG00000013512",25,21,6
"5139","ENSPTRG00000013514",27,26,16
"5140","ENSPTRG00000013521",11,3,4
"5141","ENSPTRG00000013522",54,33,33
"5142","ENSPTRG00000013524",36,40,12
"5143","ENSPTRG00000013529",272,163,158
"5144","ENSPTRG00000013531",8,3,1
"5145","ENSPTRG00000013532",49,21,27
"5146","ENSPTRG00000013533",53,44,21
"5147","ENSPTRG00000013540",61,2,8
"5148","ENSPTRG00000013543",86,12,24
"5149","ENSPTRG00000013544",61,44,26
"5150","ENSPTRG00000013547",55,27,19
"5151","ENSPTRG00000013563",41,24,32
"5152","ENSPTRG00000013564",46,6,17
"5153","ENSPTRG00000013567",18,8,7
"5154","ENSPTRG00000013573",16,6,10
"5155","ENSPTRG00000013575",32,14,10
"5156","ENSPTRG00000013579",42,18,11
"5157","ENSPTRG00000013582",48,16,13
"5158","ENSPTRG00000013583",40,24,26
"5159","ENSPTRG00000013587",17,8,11
"5160","ENSPTRG00000013590",15,6,4
"5161","ENSPTRG00000013592",49,40,28
"5162","ENSPTRG00000013594",80,26,27
"5163","ENSPTRG00000013597",30,21,20
"5164","ENSPTRG00000013599",93,30,31
"5165","ENSPTRG00000013602",88,49,33
"5166","ENSPTRG00000013603",52,36,27
"5167","ENSPTRG00000013609",48,45,31
"5168","ENSPTRG00000013613",136,58,66
"5169","ENSPTRG00000013615",39,25,18
"5170","ENSPTRG00000013623",17,9,10
"5171","ENSPTRG00000013625",63,50,48
"5172","ENSPTRG00000013632",17,7,4
"5173","ENSPTRG00000013636",39,21,13
"5174","ENSPTRG00000013645",4,3,1
"5175","ENSPTRG00000013646",14,3,6
"5176","ENSPTRG00000013647",34,18,16
"5177","ENSPTRG00000013649",92,93,38
"5178","ENSPTRG00000013658",57,37,23
"5179","ENSPTRG00000013670",40,26,17
"5180","ENSPTRG00000013671",33,18,18
"5181","ENSPTRG00000013672",33,39,22
"5182","ENSPTRG00000013674",31,20,18
"5183","ENSPTRG00000013678",69,25,28
"5184","ENSPTRG00000013679",297,183,132
"5185","ENSPTRG00000013681",1086,606,472
"5186","ENSPTRG00000013682",107,74,81
"5187","ENSPTRG00000013689",3,1,2
"5188","ENSPTRG00000013695",20,6,5
"5189","ENSPTRG00000013696",28,16,7
"5190","ENSPTRG00000013699",520,217,162
"5191","ENSPTRG00000013700",9,5,2
"5192","ENSPTRG00000013701",21,5,3
"5193","ENSPTRG00000013703",22,17,11
"5194","ENSPTRG00000013704",142,64,26
"5195","ENSPTRG00000013708",386,184,83
"5196","ENSPTRG00000013709",16,3,6
"5197","ENSPTRG00000013720",29,13,16
"5198","ENSPTRG00000013730",26,28,25
"5199","ENSPTRG00000013733",30,25,11
"5200","ENSPTRG00000013734",1,1,5
"5201","ENSPTRG00000013737",4,4,6
"5202","ENSPTRG00000013739",41,39,7
"5203","ENSPTRG00000013743",9,4,3
"5204","ENSPTRG00000013744",12,5,4
"5205","ENSPTRG00000013746",11,4,1
"5206","ENSPTRG00000013747",25,21,22
"5207","ENSPTRG00000013750",36,22,19
"5208","ENSPTRG00000013751",14,2,2
"5209","ENSPTRG00000013757",39,28,38
"5210","ENSPTRG00000013759",32,38,17
"5211","ENSPTRG00000013761",27,11,10
"5212","ENSPTRG00000013766",47,31,17
"5213","ENSPTRG00000013769",24,7,3
"5214","ENSPTRG00000013773",14,5,15
"5215","ENSPTRG00000013790",18,18,10
"5216","ENSPTRG00000013791",276,131,80
"5217","ENSPTRG00000013792",7,2,12
"5218","ENSPTRG00000013793",31,21,17
"5219","ENSPTRG00000013797",35,27,17
"5220","ENSPTRG00000013798",45,23,34
"5221","ENSPTRG00000013807",88,29,48
"5222","ENSPTRG00000013808",24,16,13
"5223","ENSPTRG00000013809",154,68,136
"5224","ENSPTRG00000013810",20,14,17
"5225","ENSPTRG00000013811",98,57,24
"5226","ENSPTRG00000013819",13,8,8
"5227","ENSPTRG00000013821",62,42,34
"5228","ENSPTRG00000013824",12,16,19
"5229","ENSPTRG00000013846",2,3,5
"5230","ENSPTRG00000013847",322,158,236
"5231","ENSPTRG00000013848",38,26,12
"5232","ENSPTRG00000013852",12,6,16
"5233","ENSPTRG00000013857",86,37,36
"5234","ENSPTRG00000013861",54,27,23
"5235","ENSPTRG00000013865",66,56,46
"5236","ENSPTRG00000013866",60,45,36
"5237","ENSPTRG00000013867",28,22,21
"5238","ENSPTRG00000013868",51,45,64
"5239","ENSPTRG00000013869",48,22,19
"5240","ENSPTRG00000013871",65,26,25
"5241","ENSPTRG00000013872",81,76,50
"5242","ENSPTRG00000013874",29,18,25
"5243","ENSPTRG00000013876",429,238,217
"5244","ENSPTRG00000013877",37,12,16
"5245","ENSPTRG00000013881",13,3,5
"5246","ENSPTRG00000013883",11,6,6
"5247","ENSPTRG00000013884",9,5,6
"5248","ENSPTRG00000013886",132,36,52
"5249","ENSPTRG00000013889",5,3,10
"5250","ENSPTRG00000013890",13,11,4
"5251","ENSPTRG00000013891",12,2,7
"5252","ENSPTRG00000013893",267,154,144
"5253","ENSPTRG00000013895",4,2,6
"5254","ENSPTRG00000013898",27,30,19
"5255","ENSPTRG00000013900",34,34,21
"5256","ENSPTRG00000013901",26,24,19
"5257","ENSPTRG00000013908",7,4,7
"5258","ENSPTRG00000013911",78,58,58
"5259","ENSPTRG00000013912",13,5,10
"5260","ENSPTRG00000013915",20,18,13
"5261","ENSPTRG00000013925",8,2,4
"5262","ENSPTRG00000013926",141,81,21
"5263","ENSPTRG00000013927",112,65,29
"5264","ENSPTRG00000013932",3,1,6
"5265","ENSPTRG00000013933",4,3,23
"5266","ENSPTRG00000013937",10,3,7
"5267","ENSPTRG00000013943",4,2,3
"5268","ENSPTRG00000013945",26,18,8
"5269","ENSPTRG00000013946",34,17,6
"5270","ENSPTRG00000013948",6,3,3
"5271","ENSPTRG00000013949",41,9,16
"5272","ENSPTRG00000013950",17,9,2
"5273","ENSPTRG00000013951",12,5,3
"5274","ENSPTRG00000013952",264,147,94
"5275","ENSPTRG00000013954",8,2,11
"5276","ENSPTRG00000013957",7,4,4
"5277","ENSPTRG00000013958",19,14,8
"5278","ENSPTRG00000013961",258,162,109
"5279","ENSPTRG00000013962",54,26,17
"5280","ENSPTRG00000013964",30,19,15
"5281","ENSPTRG00000013968",25,14,15
"5282","ENSPTRG00000013969",44,19,14
"5283","ENSPTRG00000013972",16,10,7
"5284","ENSPTRG00000013977",7,7,3
"5285","ENSPTRG00000013990",63,32,44
"5286","ENSPTRG00000013992",61,48,24
"5287","ENSPTRG00000013993",92,32,18
"5288","ENSPTRG00000014001",13,9,6
"5289","ENSPTRG00000014017",50,33,15
"5290","ENSPTRG00000014019",53,30,24
"5291","ENSPTRG00000014021",12,15,20
"5292","ENSPTRG00000014022",4,2,4
"5293","ENSPTRG00000014023",9,5,5
"5294","ENSPTRG00000014025",12,6,3
"5295","ENSPTRG00000014027",27,24,10
"5296","ENSPTRG00000014033",25,10,11
"5297","ENSPTRG00000014034",12,6,2
"5298","ENSPTRG00000014040",22,16,10
"5299","ENSPTRG00000014041",64,31,27
"5300","ENSPTRG00000014044",12,6,8
"5301","ENSPTRG00000014046",22,3,6
"5302","ENSPTRG00000014048",37,7,8
"5303","ENSPTRG00000014049",19,2,2
"5304","ENSPTRG00000014053",16,9,10
"5305","ENSPTRG00000014055",32,12,2
"5306","ENSPTRG00000014057",62,37,25
"5307","ENSPTRG00000014058",4,2,17
"5308","ENSPTRG00000014060",33,17,20
"5309","ENSPTRG00000014061",150,49,34
"5310","ENSPTRG00000014062",8,2,5
"5311","ENSPTRG00000014064",15,1,13
"5312","ENSPTRG00000014068",5,2,2
"5313","ENSPTRG00000014069",28,11,6
"5314","ENSPTRG00000014070",42,35,10
"5315","ENSPTRG00000014072",15,7,7
"5316","ENSPTRG00000014073",65,18,17
"5317","ENSPTRG00000014077",72,28,21
"5318","ENSPTRG00000014085",6,5,6
"5319","ENSPTRG00000014087",52,28,8
"5320","ENSPTRG00000014090",32,14,14
"5321","ENSPTRG00000014093",48,14,20
"5322","ENSPTRG00000014094",38,34,28
"5323","ENSPTRG00000014095",10,4,6
"5324","ENSPTRG00000014097",47,22,16
"5325","ENSPTRG00000014098",22,12,8
"5326","ENSPTRG00000014117",88,10,12
"5327","ENSPTRG00000014118",40,14,9
"5328","ENSPTRG00000014120",46,23,30
"5329","ENSPTRG00000014122",26,8,6
"5330","ENSPTRG00000014154",89,49,40
"5331","ENSPTRG00000014155",7,1,4
"5332","ENSPTRG00000014156",5,2,10
"5333","ENSPTRG00000014160",107,26,38
"5334","ENSPTRG00000014161",46,2,9
"5335","ENSPTRG00000014166",30,9,5
"5336","ENSPTRG00000014167",21,8,8
"5337","ENSPTRG00000014172",31,16,22
"5338","ENSPTRG00000014173",41,28,15
"5339","ENSPTRG00000014174",25,12,8
"5340","ENSPTRG00000014175",27,8,4
"5341","ENSPTRG00000014176",232,68,189
"5342","ENSPTRG00000014177",8,2,6
"5343","ENSPTRG00000014183",3,3,7
"5344","ENSPTRG00000014187",55,39,16
"5345","ENSPTRG00000014193",10,7,1
"5346","ENSPTRG00000014194",18,12,9
"5347","ENSPTRG00000014195",10,9,15
"5348","ENSPTRG00000014196",43,26,30
"5349","ENSPTRG00000014197",46,12,7
"5350","ENSPTRG00000014202",69,59,44
"5351","ENSPTRG00000014203",2,2,6
"5352","ENSPTRG00000014206",11,1,10
"5353","ENSPTRG00000014208",6,2,12
"5354","ENSPTRG00000014209",13,16,35
"5355","ENSPTRG00000014210",175,78,72
"5356","ENSPTRG00000014215",38,19,4
"5357","ENSPTRG00000014216",237,67,74
"5358","ENSPTRG00000014221",101,23,20
"5359","ENSPTRG00000014224",2,1,10
"5360","ENSPTRG00000014225",46,22,15
"5361","ENSPTRG00000014226",43,30,12
"5362","ENSPTRG00000014227",16,5,8
"5363","ENSPTRG00000014229",36,20,12
"5364","ENSPTRG00000014230",74,44,40
"5365","ENSPTRG00000014231",49,21,27
"5366","ENSPTRG00000014232",8,7,3
"5367","ENSPTRG00000014238",16,9,7
"5368","ENSPTRG00000014240",140,78,47
"5369","ENSPTRG00000014242",10,1,8
"5370","ENSPTRG00000014244",31,17,4
"5371","ENSPTRG00000014251",100,51,31
"5372","ENSPTRG00000014252",13,4,12
"5373","ENSPTRG00000014255",4,1,6
"5374","ENSPTRG00000014257",29,9,12
"5375","ENSPTRG00000014259",10,5,5
"5376","ENSPTRG00000014261",17,10,24
"5377","ENSPTRG00000014264",23,29,16
"5378","ENSPTRG00000014266",40,7,18
"5379","ENSPTRG00000014267",6,7,2
"5380","ENSPTRG00000014268",19,4,8
"5381","ENSPTRG00000014272",138,78,52
"5382","ENSPTRG00000014273",26,21,22
"5383","ENSPTRG00000014276",52,30,16
"5384","ENSPTRG00000014277",10,10,9
"5385","ENSPTRG00000014279",7,4,6
"5386","ENSPTRG00000014281",52,25,12
"5387","ENSPTRG00000014287",271,157,121
"5388","ENSPTRG00000014290",179,92,94
"5389","ENSPTRG00000014294",2,3,1
"5390","ENSPTRG00000014296",8,4,9
"5391","ENSPTRG00000014297",21,26,13
"5392","ENSPTRG00000014298",372,554,347
"5393","ENSPTRG00000014299",120,15,21
"5394","ENSPTRG00000014305",2,1,6
"5395","ENSPTRG00000014308",28,17,30
"5396","ENSPTRG00000014309",246,200,55
"5397","ENSPTRG00000014313",388,228,175
"5398","ENSPTRG00000014316",11,4,3
"5399","ENSPTRG00000014320",2,2,8
"5400","ENSPTRG00000014323",37,1,5
"5401","ENSPTRG00000014324",15,11,5
"5402","ENSPTRG00000014325",11,3,3
"5403","ENSPTRG00000014328",62,14,14
"5404","ENSPTRG00000014333",5,3,5
"5405","ENSPTRG00000014335",40,2,17
"5406","ENSPTRG00000014340",46,15,13
"5407","ENSPTRG00000014343",643,396,215
"5408","ENSPTRG00000014345",38,9,8
"5409","ENSPTRG00000014346",21,7,7
"5410","ENSPTRG00000014348",11,5,3
"5411","ENSPTRG00000014350",15,14,6
"5412","ENSPTRG00000014352",387,284,220
"5413","ENSPTRG00000014354",35,13,8
"5414","ENSPTRG00000014356",71,27,25
"5415","ENSPTRG00000014359",27,8,2
"5416","ENSPTRG00000014362",9,4,6
"5417","ENSPTRG00000014365",33,29,22
"5418","ENSPTRG00000014369",190,168,92
"5419","ENSPTRG00000014372",6,1,5
"5420","ENSPTRG00000014373",17,9,7
"5421","ENSPTRG00000014374",170,75,44
"5422","ENSPTRG00000014375",48,67,59
"5423","ENSPTRG00000014376",44,22,13
"5424","ENSPTRG00000014379",13,4,5
"5425","ENSPTRG00000014382",23,14,38
"5426","ENSPTRG00000014385",156,66,84
"5427","ENSPTRG00000014387",33,16,42
"5428","ENSPTRG00000014390",9,3,3
"5429","ENSPTRG00000014391",2,1,4
"5430","ENSPTRG00000014395",9,6,9
"5431","ENSPTRG00000014397",19,11,50
"5432","ENSPTRG00000014398",284,670,176
"5433","ENSPTRG00000014399",94,37,18
"5434","ENSPTRG00000014405",2,2,2
"5435","ENSPTRG00000014407",95,43,48
"5436","ENSPTRG00000014408",43,26,14
"5437","ENSPTRG00000014409",49,28,14
"5438","ENSPTRG00000014412",36,14,8
"5439","ENSPTRG00000014415",3,3,6
"5440","ENSPTRG00000014417",121,105,79
"5441","ENSPTRG00000014418",24,17,15
"5442","ENSPTRG00000014419",27,14,10
"5443","ENSPTRG00000014424",44,19,7
"5444","ENSPTRG00000014427",92,39,46
"5445","ENSPTRG00000014428",116,71,42
"5446","ENSPTRG00000014430",31,36,15
"5447","ENSPTRG00000014432",39,32,19
"5448","ENSPTRG00000014433",73,25,43
"5449","ENSPTRG00000014435",137,68,46
"5450","ENSPTRG00000014436",41,14,14
"5451","ENSPTRG00000014438",12,3,4
"5452","ENSPTRG00000014439",81,74,23
"5453","ENSPTRG00000014441",27,6,4
"5454","ENSPTRG00000014442",20,1,6
"5455","ENSPTRG00000014446",16,5,8
"5456","ENSPTRG00000014448",96,33,58
"5457","ENSPTRG00000014449",80,75,12
"5458","ENSPTRG00000014452",17,8,20
"5459","ENSPTRG00000014456",19,8,10
"5460","ENSPTRG00000014460",60,41,24
"5461","ENSPTRG00000014461",100,94,13
"5462","ENSPTRG00000014465",76,36,18
"5463","ENSPTRG00000014466",4,2,23
"5464","ENSPTRG00000014468",11,8,8
"5465","ENSPTRG00000014469",44,7,14
"5466","ENSPTRG00000014470",28,8,10
"5467","ENSPTRG00000014475",2,1,8
"5468","ENSPTRG00000014480",79,48,17
"5469","ENSPTRG00000014483",121,49,76
"5470","ENSPTRG00000014484",64,23,27
"5471","ENSPTRG00000014488",3,1,2
"5472","ENSPTRG00000014495",19,15,14
"5473","ENSPTRG00000014500",80,35,32
"5474","ENSPTRG00000014505",7,2,4
"5475","ENSPTRG00000014507",42,18,14
"5476","ENSPTRG00000014509",12,4,10
"5477","ENSPTRG00000014510",26,10,8
"5478","ENSPTRG00000014513",12,2,6
"5479","ENSPTRG00000014515",34,28,11
"5480","ENSPTRG00000014516",46,20,22
"5481","ENSPTRG00000014521",11,8,7
"5482","ENSPTRG00000014523",42,21,12
"5483","ENSPTRG00000014524",104,37,34
"5484","ENSPTRG00000014530",49,30,3
"5485","ENSPTRG00000014532",17,9,5
"5486","ENSPTRG00000014534",15,6,3
"5487","ENSPTRG00000014535",22,8,6
"5488","ENSPTRG00000014540",20,13,6
"5489","ENSPTRG00000014541",70,29,10
"5490","ENSPTRG00000014545",50,22,11
"5491","ENSPTRG00000014547",89,25,19
"5492","ENSPTRG00000014548",23,9,6
"5493","ENSPTRG00000014549",1,1,2
"5494","ENSPTRG00000014550",9,5,9
"5495","ENSPTRG00000014555",13,6,10
"5496","ENSPTRG00000014564",29,16,17
"5497","ENSPTRG00000014565",38,20,10
"5498","ENSPTRG00000014568",14,9,16
"5499","ENSPTRG00000014570",21,16,14
"5500","ENSPTRG00000014571",30,21,22
"5501","ENSPTRG00000014572",64,63,39
"5502","ENSPTRG00000014573",29,29,33
"5503","ENSPTRG00000014582",10,3,3
"5504","ENSPTRG00000014583",16,6,12
"5505","ENSPTRG00000014585",48,40,36
"5506","ENSPTRG00000014586",22,14,16
"5507","ENSPTRG00000014592",28,6,13
"5508","ENSPTRG00000014593",25,5,11
"5509","ENSPTRG00000014595",62,28,29
"5510","ENSPTRG00000014601",58,27,19
"5511","ENSPTRG00000014603",3,1,4
"5512","ENSPTRG00000014604",36,18,9
"5513","ENSPTRG00000014605",14,10,4
"5514","ENSPTRG00000014606",134,77,51
"5515","ENSPTRG00000014609",7,3,6
"5516","ENSPTRG00000014612",231,83,71
"5517","ENSPTRG00000014615",24,15,5
"5518","ENSPTRG00000014616",41,28,23
"5519","ENSPTRG00000014618",4,4,6
"5520","ENSPTRG00000014619",170,89,47
"5521","ENSPTRG00000014620",2,1,16
"5522","ENSPTRG00000014625",11,6,7
"5523","ENSPTRG00000014626",5,2,3
"5524","ENSPTRG00000014628",11,4,6
"5525","ENSPTRG00000014633",10,3,10
"5526","ENSPTRG00000014634",48,24,45
"5527","ENSPTRG00000014635",87,52,29
"5528","ENSPTRG00000014637",4,2,6
"5529","ENSPTRG00000014639",67,80,24
"5530","ENSPTRG00000014640",19,7,7
"5531","ENSPTRG00000014647",7,2,11
"5532","ENSPTRG00000014648",77,33,27
"5533","ENSPTRG00000014649",35,18,26
"5534","ENSPTRG00000014650",108,46,66
"5535","ENSPTRG00000014651",15,4,9
"5536","ENSPTRG00000014654",25,13,11
"5537","ENSPTRG00000014657",11,9,10
"5538","ENSPTRG00000014658",29,20,51
"5539","ENSPTRG00000014659",10,6,8
"5540","ENSPTRG00000014661",25,17,19
"5541","ENSPTRG00000014662",5,5,9
"5542","ENSPTRG00000014665",33,12,14
"5543","ENSPTRG00000014667",60,24,30
"5544","ENSPTRG00000014671",33,14,20
"5545","ENSPTRG00000014672",15,5,22
"5546","ENSPTRG00000014673",119,71,119
"5547","ENSPTRG00000014675",21,18,8
"5548","ENSPTRG00000014676",12,9,10
"5549","ENSPTRG00000014677",2,1,3
"5550","ENSPTRG00000014682",37,28,12
"5551","ENSPTRG00000014685",44,10,16
"5552","ENSPTRG00000014693",133,79,90
"5553","ENSPTRG00000014694",15,4,14
"5554","ENSPTRG00000014695",992,544,566
"5555","ENSPTRG00000014696",5,5,6
"5556","ENSPTRG00000014699",118,56,44
"5557","ENSPTRG00000014700",54,25,55
"5558","ENSPTRG00000014701",21,10,17
"5559","ENSPTRG00000014704",4,2,2
"5560","ENSPTRG00000014706",40,9,6
"5561","ENSPTRG00000014707",46,31,16
"5562","ENSPTRG00000014709",4,3,1
"5563","ENSPTRG00000014711",3,4,9
"5564","ENSPTRG00000014713",137,59,84
"5565","ENSPTRG00000014719",7,1,3
"5566","ENSPTRG00000014720",53,43,46
"5567","ENSPTRG00000014721",53,28,25
"5568","ENSPTRG00000014722",31,24,18
"5569","ENSPTRG00000014726",29,14,23
