"gene","Judith","Leo","Maryke"
"5570","ENSPTRG00000014728",28,7,6
"5571","ENSPTRG00000014733",67,30,30
"5572","ENSPTRG00000014734",17,10,11
"5573","ENSPTRG00000014735",91,70,41
"5574","ENSPTRG00000014741",6,2,12
"5575","ENSPTRG00000014743",24,10,14
"5576","ENSPTRG00000014745",67,29,43
"5577","ENSPTRG00000014746",33,29,27
"5578","ENSPTRG00000014748",24,7,3
"5579","ENSPTRG00000014750",6,2,2
"5580","ENSPTRG00000014751",3,1,1
"5581","ENSPTRG00000014753",94,32,30
"5582","ENSPTRG00000014754",19,18,10
"5583","ENSPTRG00000014755",31,24,17
"5584","ENSPTRG00000014761",10,5,7
"5585","ENSPTRG00000014765",30,20,13
"5586","ENSPTRG00000014766",36,11,12
"5587","ENSPTRG00000014767",6,2,6
"5588","ENSPTRG00000014768",64,39,5
"5589","ENSPTRG00000014772",55,39,24
"5590","ENSPTRG00000014775",2,5,4
"5591","ENSPTRG00000014776",148,126,66
"5592","ENSPTRG00000014779",4,1,3
"5593","ENSPTRG00000014788",6,2,8
"5594","ENSPTRG00000014789",26,21,15
"5595","ENSPTRG00000014795",21,9,9
"5596","ENSPTRG00000014797",18,13,14
"5597","ENSPTRG00000014802",136,86,107
"5598","ENSPTRG00000014809",14,6,4
"5599","ENSPTRG00000014811",4,3,7
"5600","ENSPTRG00000014812",30,9,19
"5601","ENSPTRG00000014815",4,3,7
"5602","ENSPTRG00000014817",3,2,2
"5603","ENSPTRG00000014824",34,15,55
"5604","ENSPTRG00000014825",8,2,9
"5605","ENSPTRG00000014829",24,13,33
"5606","ENSPTRG00000014830",42,25,36
"5607","ENSPTRG00000014833",13,3,11
"5608","ENSPTRG00000014835",9,4,3
"5609","ENSPTRG00000014840",14,3,4
"5610","ENSPTRG00000014842",5,3,9
"5611","ENSPTRG00000014862",49,34,24
"5612","ENSPTRG00000014864",47,24,13
"5613","ENSPTRG00000014866",47,25,20
"5614","ENSPTRG00000014867",4,2,6
"5615","ENSPTRG00000014868",19,10,6
"5616","ENSPTRG00000014869",34,13,7
"5617","ENSPTRG00000014872",26,7,11
"5618","ENSPTRG00000014873",14,15,4
"5619","ENSPTRG00000014875",57,32,22
"5620","ENSPTRG00000014877",51,22,14
"5621","ENSPTRG00000014878",98,64,42
"5622","ENSPTRG00000014879",8,2,10
"5623","ENSPTRG00000014881",5,7,6
"5624","ENSPTRG00000014882",17,4,15
"5625","ENSPTRG00000014884",8,3,5
"5626","ENSPTRG00000014885",14,11,11
"5627","ENSPTRG00000014887",11,4,13
"5628","ENSPTRG00000014888",22,37,16
"5629","ENSPTRG00000014891",3,3,7
"5630","ENSPTRG00000014892",173,68,46
"5631","ENSPTRG00000014897",15,14,21
"5632","ENSPTRG00000014898",20,6,5
"5633","ENSPTRG00000014900",31,8,18
"5634","ENSPTRG00000014902",48,38,34
"5635","ENSPTRG00000014903",27,13,14
"5636","ENSPTRG00000014905",161,138,54
"5637","ENSPTRG00000014907",82,32,20
"5638","ENSPTRG00000014908",127,62,88
"5639","ENSPTRG00000014910",104,65,46
"5640","ENSPTRG00000014911",39,23,13
"5641","ENSPTRG00000014920",52,26,24
"5642","ENSPTRG00000014921",234,45,37
"5643","ENSPTRG00000014922",413,251,243
"5644","ENSPTRG00000014923",20,5,20
"5645","ENSPTRG00000014928",58,21,18
"5646","ENSPTRG00000014929",2,2,2
"5647","ENSPTRG00000014932",72,24,16
"5648","ENSPTRG00000014933",27,20,11
"5649","ENSPTRG00000014936",33,12,14
"5650","ENSPTRG00000014939",4,3,5
"5651","ENSPTRG00000014941",2,1,4
"5652","ENSPTRG00000014942",17,6,7
"5653","ENSPTRG00000014943",62,34,42
"5654","ENSPTRG00000014946",97,47,38
"5655","ENSPTRG00000014951",266,142,99
"5656","ENSPTRG00000014954",2,2,4
"5657","ENSPTRG00000014957",9,5,2
"5658","ENSPTRG00000014958",49,21,17
"5659","ENSPTRG00000014959",18,14,2
"5660","ENSPTRG00000014960",2,1,4
"5661","ENSPTRG00000014961",31,16,17
"5662","ENSPTRG00000014962",6,5,9
"5663","ENSPTRG00000014963",21,34,35
"5664","ENSPTRG00000014966",3,2,2
"5665","ENSPTRG00000014968",24,4,18
"5666","ENSPTRG00000014971",210,77,148
"5667","ENSPTRG00000014973",30,15,11
"5668","ENSPTRG00000014974",12,6,9
"5669","ENSPTRG00000014980",72,29,13
"5670","ENSPTRG00000014981",11,7,6
"5671","ENSPTRG00000014983",7,5,2
"5672","ENSPTRG00000014986",34,12,17
"5673","ENSPTRG00000014988",19,8,6
"5674","ENSPTRG00000014989",10,2,4
"5675","ENSPTRG00000014991",97,37,60
"5676","ENSPTRG00000014993",11,7,5
"5677","ENSPTRG00000014996",3,2,7
"5678","ENSPTRG00000014997",53,33,18
"5679","ENSPTRG00000015001",27,19,25
"5680","ENSPTRG00000015002",1,1,1
"5681","ENSPTRG00000015004",125,50,56
"5682","ENSPTRG00000015006",12,6,9
"5683","ENSPTRG00000015007",17,12,13
"5684","ENSPTRG00000015009",164,83,73
"5685","ENSPTRG00000015010",47,13,24
"5686","ENSPTRG00000015011",153,98,166
"5687","ENSPTRG00000015018",12,3,1
"5688","ENSPTRG00000015019",9,3,9
"5689","ENSPTRG00000015022",15,7,6
"5690","ENSPTRG00000015023",204,99,76
"5691","ENSPTRG00000015024",258,146,65
"5692","ENSPTRG00000015029",28,18,17
"5693","ENSPTRG00000015030",119,42,54
"5694","ENSPTRG00000015037",9,4,13
"5695","ENSPTRG00000015038",28,18,22
"5696","ENSPTRG00000015041",6,3,6
"5697","ENSPTRG00000015044",4,4,6
"5698","ENSPTRG00000015045",48,32,13
"5699","ENSPTRG00000015051",211,176,186
"5700","ENSPTRG00000015052",11,4,9
"5701","ENSPTRG00000015053",32,22,17
"5702","ENSPTRG00000015054",26,14,12
"5703","ENSPTRG00000015055",32,46,4
"5704","ENSPTRG00000015056",27,29,11
"5705","ENSPTRG00000015057",31,15,21
"5706","ENSPTRG00000015058",15,10,10
"5707","ENSPTRG00000015059",114,51,36
"5708","ENSPTRG00000015067",4,2,5
"5709","ENSPTRG00000015070",19,9,15
"5710","ENSPTRG00000015075",158,86,114
"5711","ENSPTRG00000015076",13,5,5
"5712","ENSPTRG00000015077",17,6,8
"5713","ENSPTRG00000015078",194,98,130
"5714","ENSPTRG00000015084",37,20,23
"5715","ENSPTRG00000015085",19,7,9
"5716","ENSPTRG00000015092",18,4,13
"5717","ENSPTRG00000015094",54,33,24
"5718","ENSPTRG00000015095",74,56,55
"5719","ENSPTRG00000015096",392,110,115
"5720","ENSPTRG00000015101",5,15,5
"5721","ENSPTRG00000015102",13,4,17
"5722","ENSPTRG00000015106",21,10,9
"5723","ENSPTRG00000015108",65,64,24
"5724","ENSPTRG00000015117",2,3,4
"5725","ENSPTRG00000015118",5,46,1
"5726","ENSPTRG00000015119",41,26,15
"5727","ENSPTRG00000015122",44,32,14
"5728","ENSPTRG00000015132",9,5,17
"5729","ENSPTRG00000015139",14,5,18
"5730","ENSPTRG00000015141",2,2,8
"5731","ENSPTRG00000015142",20,12,9
"5732","ENSPTRG00000015149",82,53,58
"5733","ENSPTRG00000015150",3,1,6
"5734","ENSPTRG00000015151",44,18,44
"5735","ENSPTRG00000015153",34,41,34
"5736","ENSPTRG00000015154",3,3,1
"5737","ENSPTRG00000015157",33,17,15
"5738","ENSPTRG00000015160",23,10,24
"5739","ENSPTRG00000015161",115,22,62
"5740","ENSPTRG00000015162",83,49,46
"5741","ENSPTRG00000015163",46,22,26
"5742","ENSPTRG00000015165",137,78,69
"5743","ENSPTRG00000015166",3,2,3
"5744","ENSPTRG00000015168",9,5,9
"5745","ENSPTRG00000015171",69,29,35
"5746","ENSPTRG00000015172",99,45,60
"5747","ENSPTRG00000015174",17,13,26
"5748","ENSPTRG00000015176",816,474,682
"5749","ENSPTRG00000015177",5,5,17
"5750","ENSPTRG00000015178",18,7,33
"5751","ENSPTRG00000015179",94,38,34
"5752","ENSPTRG00000015182",78,42,36
"5753","ENSPTRG00000015184",45,14,8
"5754","ENSPTRG00000015187",22,8,13
"5755","ENSPTRG00000015188",33,28,19
"5756","ENSPTRG00000015189",13,11,5
"5757","ENSPTRG00000015193",13,4,5
"5758","ENSPTRG00000015210",9,3,8
"5759","ENSPTRG00000015213",4,3,3
"5760","ENSPTRG00000015214",98,65,78
"5761","ENSPTRG00000015217",30,24,8
"5762","ENSPTRG00000015220",90,55,52
"5763","ENSPTRG00000015221",17,7,10
"5764","ENSPTRG00000015223",9,5,8
"5765","ENSPTRG00000015224",34,24,13
"5766","ENSPTRG00000015225",22,14,13
"5767","ENSPTRG00000015229",24,8,13
"5768","ENSPTRG00000015232",38,19,15
"5769","ENSPTRG00000015233",43,23,25
"5770","ENSPTRG00000015235",79,39,45
"5771","ENSPTRG00000015239",16,4,12
"5772","ENSPTRG00000015240",17,8,10
"5773","ENSPTRG00000015251",9,7,12
"5774","ENSPTRG00000015252",27,13,6
"5775","ENSPTRG00000015253",23,18,12
"5776","ENSPTRG00000015254",45,36,20
"5777","ENSPTRG00000015255",50,9,10
"5778","ENSPTRG00000015256",73,68,78
"5779","ENSPTRG00000015257",22,10,12
"5780","ENSPTRG00000015258",21,13,19
"5781","ENSPTRG00000015264",65,41,27
"5782","ENSPTRG00000015270",206,148,116
"5783","ENSPTRG00000015272",38,14,43
"5784","ENSPTRG00000015274",16,12,7
"5785","ENSPTRG00000015276",5,2,12
"5786","ENSPTRG00000015279",307,135,125
"5787","ENSPTRG00000015280",33,21,22
"5788","ENSPTRG00000015281",26,11,8
"5789","ENSPTRG00000015282",44,17,12
"5790","ENSPTRG00000015284",3,3,8
"5791","ENSPTRG00000015288",7,4,1
"5792","ENSPTRG00000015292",48,36,30
"5793","ENSPTRG00000015293",38,25,23
"5794","ENSPTRG00000015294",56,11,12
"5795","ENSPTRG00000015295",38,20,24
"5796","ENSPTRG00000015296",23,15,10
"5797","ENSPTRG00000015297",47,24,20
"5798","ENSPTRG00000015299",25,2,4
"5799","ENSPTRG00000015302",17,8,8
"5800","ENSPTRG00000015303",18,11,22
"5801","ENSPTRG00000015308",12,6,11
"5802","ENSPTRG00000015312",85,26,31
"5803","ENSPTRG00000015313",18,9,5
"5804","ENSPTRG00000015315",26,5,13
"5805","ENSPTRG00000015317",51,31,55
"5806","ENSPTRG00000015320",59,47,27
"5807","ENSPTRG00000015321",15,8,9
"5808","ENSPTRG00000015327",5,2,11
"5809","ENSPTRG00000015332",18,7,6
"5810","ENSPTRG00000015340",3,4,3
"5811","ENSPTRG00000015341",6,5,2
"5812","ENSPTRG00000015344",50,19,21
"5813","ENSPTRG00000015345",66,12,18
"5814","ENSPTRG00000015346",10,1,1
"5815","ENSPTRG00000015347",33,16,2
"5816","ENSPTRG00000015348",59,40,37
"5817","ENSPTRG00000015352",144,76,96
"5818","ENSPTRG00000015353",14,6,9
"5819","ENSPTRG00000015358",213,181,138
"5820","ENSPTRG00000015359",189,206,140
"5821","ENSPTRG00000015362",23,8,9
"5822","ENSPTRG00000015367",56,40,34
"5823","ENSPTRG00000015369",167,127,146
"5824","ENSPTRG00000015370",126,86,62
"5825","ENSPTRG00000015372",49,36,59
"5826","ENSPTRG00000015377",38,22,29
"5827","ENSPTRG00000015378",13,4,5
"5828","ENSPTRG00000015381",3,1,5
"5829","ENSPTRG00000015382",7,2,8
"5830","ENSPTRG00000015388",32,14,14
"5831","ENSPTRG00000015390",118,80,56
"5832","ENSPTRG00000015396",106,60,65
"5833","ENSPTRG00000015399",2,1,6
"5834","ENSPTRG00000015401",31,16,14
"5835","ENSPTRG00000015402",32,10,23
"5836","ENSPTRG00000015404",87,29,45
"5837","ENSPTRG00000015409",91,56,47
"5838","ENSPTRG00000015410",39,19,10
"5839","ENSPTRG00000015413",79,31,40
"5840","ENSPTRG00000015419",33,12,12
"5841","ENSPTRG00000015423",54,44,13
"5842","ENSPTRG00000015424",17,6,12
"5843","ENSPTRG00000015430",12,11,11
"5844","ENSPTRG00000015431",27,14,16
"5845","ENSPTRG00000015432",23,20,14
"5846","ENSPTRG00000015434",13,12,10
"5847","ENSPTRG00000015441",15,14,12
"5848","ENSPTRG00000015442",36,22,22
"5849","ENSPTRG00000015448",12,9,12
"5850","ENSPTRG00000015449",20,13,18
"5851","ENSPTRG00000015452",9,3,15
"5852","ENSPTRG00000015458",60,27,22
"5853","ENSPTRG00000015459",198,111,90
"5854","ENSPTRG00000015467",19,15,19
"5855","ENSPTRG00000015472",9,7,10
"5856","ENSPTRG00000015476",123,64,88
"5857","ENSPTRG00000015479",35,13,22
"5858","ENSPTRG00000015480",6,4,7
"5859","ENSPTRG00000015482",11,8,11
"5860","ENSPTRG00000015483",18,6,8
"5861","ENSPTRG00000015484",11,4,14
"5862","ENSPTRG00000015485",8,4,3
"5863","ENSPTRG00000015489",83,51,37
"5864","ENSPTRG00000015491",6,3,7
"5865","ENSPTRG00000015492",10,6,6
"5866","ENSPTRG00000015494",4,13,17
"5867","ENSPTRG00000015499",34,14,21
"5868","ENSPTRG00000015509",33,19,14
"5869","ENSPTRG00000015511",18,6,16
"5870","ENSPTRG00000015512",15,7,13
"5871","ENSPTRG00000015519",15,4,6
"5872","ENSPTRG00000015520",28,21,5
"5873","ENSPTRG00000015521",34,24,13
"5874","ENSPTRG00000015526",16,8,12
"5875","ENSPTRG00000015527",220,138,191
"5876","ENSPTRG00000015528",92,79,77
"5877","ENSPTRG00000015542",42,29,30
"5878","ENSPTRG00000015548",47,19,16
"5879","ENSPTRG00000015554",37,24,27
"5880","ENSPTRG00000015555",149,46,49
"5881","ENSPTRG00000015560",135,78,79
"5882","ENSPTRG00000015561",48,38,39
"5883","ENSPTRG00000015563",64,33,27
"5884","ENSPTRG00000015569",14,29,16
"5885","ENSPTRG00000015570",61,27,34
"5886","ENSPTRG00000015575",18,10,12
"5887","ENSPTRG00000015578",9,6,11
"5888","ENSPTRG00000015579",68,16,31
"5889","ENSPTRG00000015582",73,58,43
"5890","ENSPTRG00000015586",90,56,32
"5891","ENSPTRG00000015598",103,37,53
"5892","ENSPTRG00000015599",12,14,23
"5893","ENSPTRG00000015600",41,34,29
"5894","ENSPTRG00000015605",21,10,28
"5895","ENSPTRG00000015611",35,41,28
"5896","ENSPTRG00000015613",4,2,4
"5897","ENSPTRG00000015614",9,5,7
"5898","ENSPTRG00000015616",14,8,4
"5899","ENSPTRG00000015620",246,144,183
"5900","ENSPTRG00000015624",17,15,19
"5901","ENSPTRG00000015626",5,7,10
"5902","ENSPTRG00000015629",36,33,12
"5903","ENSPTRG00000015631",35,4,13
"5904","ENSPTRG00000015632",9,1,4
"5905","ENSPTRG00000015634",9,3,8
"5906","ENSPTRG00000015639",21,11,8
"5907","ENSPTRG00000015641",22,23,17
"5908","ENSPTRG00000015642",48,30,15
"5909","ENSPTRG00000015645",52,58,23
"5910","ENSPTRG00000015648",72,42,48
"5911","ENSPTRG00000015649",94,46,57
"5912","ENSPTRG00000015650",4,2,4
"5913","ENSPTRG00000015651",1,1,16
"5914","ENSPTRG00000015652",40,29,23
"5915","ENSPTRG00000015656",198,118,81
"5916","ENSPTRG00000015660",36,29,12
"5917","ENSPTRG00000015661",66,30,38
"5918","ENSPTRG00000015662",32,14,15
"5919","ENSPTRG00000015663",98,56,40
"5920","ENSPTRG00000015667",4,1,11
"5921","ENSPTRG00000015669",24,14,14
"5922","ENSPTRG00000015670",21,10,10
"5923","ENSPTRG00000015673",48,30,68
"5924","ENSPTRG00000015679",54,21,31
"5925","ENSPTRG00000015681",53,26,20
"5926","ENSPTRG00000015682",327,137,143
"5927","ENSPTRG00000015683",55,24,25
"5928","ENSPTRG00000015687",14,7,8
"5929","ENSPTRG00000015689",297,135,142
"5930","ENSPTRG00000015690",208,112,61
"5931","ENSPTRG00000015698",17,12,15
"5932","ENSPTRG00000015700",2,2,6
"5933","ENSPTRG00000015701",7,8,18
"5934","ENSPTRG00000015702",17,5,11
"5935","ENSPTRG00000015703",35,21,20
"5936","ENSPTRG00000015707",158,82,70
"5937","ENSPTRG00000015709",8,3,4
"5938","ENSPTRG00000015712",20,8,9
"5939","ENSPTRG00000015713",157,50,62
"5940","ENSPTRG00000015718",310,197,146
"5941","ENSPTRG00000015719",46,11,13
"5942","ENSPTRG00000015733",4,3,7
"5943","ENSPTRG00000015736",6,25,9
"5944","ENSPTRG00000015740",2,1,8
"5945","ENSPTRG00000015745",27,5,11
"5946","ENSPTRG00000015752",43,21,26
"5947","ENSPTRG00000015753",15,6,2
"5948","ENSPTRG00000015757",44,41,18
"5949","ENSPTRG00000015759",5,1,32
"5950","ENSPTRG00000015760",22,14,23
"5951","ENSPTRG00000015762",32,21,17
"5952","ENSPTRG00000015773",213,109,210
"5953","ENSPTRG00000015777",13,7,18
"5954","ENSPTRG00000015780",8,3,13
"5955","ENSPTRG00000015783",19,19,5
"5956","ENSPTRG00000015785",15,12,8
"5957","ENSPTRG00000015786",35,13,24
"5958","ENSPTRG00000015787",68,66,18
"5959","ENSPTRG00000015788",24,14,13
"5960","ENSPTRG00000015789",100,85,42
"5961","ENSPTRG00000015792",36,28,10
"5962","ENSPTRG00000015793",45,20,21
"5963","ENSPTRG00000015794",16,8,9
"5964","ENSPTRG00000015795",34,24,10
"5965","ENSPTRG00000015796",40,29,73
"5966","ENSPTRG00000015797",17,10,13
"5967","ENSPTRG00000015799",280,234,269
"5968","ENSPTRG00000015806",18,12,8
"5969","ENSPTRG00000015809",60,43,24
"5970","ENSPTRG00000015813",20,14,5
"5971","ENSPTRG00000015815",42,32,10
"5972","ENSPTRG00000015819",5,4,1
"5973","ENSPTRG00000015827",47,17,15
"5974","ENSPTRG00000015829",25,20,4
"5975","ENSPTRG00000015830",3,2,4
"5976","ENSPTRG00000015832",92,57,56
"5977","ENSPTRG00000015834",17,3,11
"5978","ENSPTRG00000015837",26,14,13
"5979","ENSPTRG00000015838",40,8,10
"5980","ENSPTRG00000015840",44,12,8
"5981","ENSPTRG00000015843",17,12,17
"5982","ENSPTRG00000015844",42,24,6
"5983","ENSPTRG00000015847",18,13,17
"5984","ENSPTRG00000015849",52,20,9
"5985","ENSPTRG00000015850",159,89,63
"5986","ENSPTRG00000015851",51,31,6
"5987","ENSPTRG00000015852",64,39,30
"5988","ENSPTRG00000015853",6,1,10
"5989","ENSPTRG00000015854",21,10,12
"5990","ENSPTRG00000015860",128,51,26
"5991","ENSPTRG00000015866",13,3,8
"5992","ENSPTRG00000015867",54,31,21
"5993","ENSPTRG00000015868",5,1,6
"5994","ENSPTRG00000015875",37,6,21
"5995","ENSPTRG00000015877",3,1,4
"5996","ENSPTRG00000015888",49,17,63
"5997","ENSPTRG00000015890",9,13,10
"5998","ENSPTRG00000015892",36,16,16
"5999","ENSPTRG00000015894",172,54,59
"6000","ENSPTRG00000015901",19,11,7
"6001","ENSPTRG00000015905",6,4,3
"6002","ENSPTRG00000015915",2,3,6
"6003","ENSPTRG00000015916",200,176,91
"6004","ENSPTRG00000015920",36,18,16
"6005","ENSPTRG00000015922",36,25,18
"6006","ENSPTRG00000015924",27,11,11
"6007","ENSPTRG00000015927",32,11,20
"6008","ENSPTRG00000015930",72,52,27
"6009","ENSPTRG00000015933",22,9,8
"6010","ENSPTRG00000015936",59,24,23
"6011","ENSPTRG00000015938",347,79,176
"6012","ENSPTRG00000015939",38,22,5
"6013","ENSPTRG00000015942",21,3,12
"6014","ENSPTRG00000015945",6,4,6
"6015","ENSPTRG00000015954",4,2,5
"6016","ENSPTRG00000015955",155,89,53
"6017","ENSPTRG00000015957",9,3,4
"6018","ENSPTRG00000015959",8,4,8
"6019","ENSPTRG00000015960",26,10,20
"6020","ENSPTRG00000015962",7,5,10
"6021","ENSPTRG00000015963",37,17,11
"6022","ENSPTRG00000015966",12,10,15
"6023","ENSPTRG00000015967",10,9,15
"6024","ENSPTRG00000015968",31,19,14
"6025","ENSPTRG00000015970",6,3,4
"6026","ENSPTRG00000015971",17,1,7
"6027","ENSPTRG00000015973",14,12,10
"6028","ENSPTRG00000015979",87,33,28
"6029","ENSPTRG00000015981",31,21,16
"6030","ENSPTRG00000015983",29,18,3
"6031","ENSPTRG00000015988",5,3,5
"6032","ENSPTRG00000015989",12,5,12
"6033","ENSPTRG00000015990",29,21,10
"6034","ENSPTRG00000015991",32,17,19
"6035","ENSPTRG00000015994",12,6,17
"6036","ENSPTRG00000015996",40,21,30
"6037","ENSPTRG00000015998",78,85,71
"6038","ENSPTRG00000015999",97,40,30
"6039","ENSPTRG00000016001",7,3,7
"6040","ENSPTRG00000016002",29,18,23
"6041","ENSPTRG00000016006",5,5,6
"6042","ENSPTRG00000016008",6,4,4
"6043","ENSPTRG00000016009",56,18,115
"6044","ENSPTRG00000016012",24,13,14
"6045","ENSPTRG00000016014",45,29,26
"6046","ENSPTRG00000016017",11,13,17
"6047","ENSPTRG00000016022",22,10,16
"6048","ENSPTRG00000016023",30,17,15
"6049","ENSPTRG00000016031",59,30,30
"6050","ENSPTRG00000016032",15,10,14
"6051","ENSPTRG00000016035",11,8,13
"6052","ENSPTRG00000016041",42,25,20
"6053","ENSPTRG00000016042",45,30,27
"6054","ENSPTRG00000016045",13,8,12
"6055","ENSPTRG00000016047",62,50,47
"6056","ENSPTRG00000016048",80,30,27
"6057","ENSPTRG00000016051",20,18,26
"6058","ENSPTRG00000016053",15,17,15
"6059","ENSPTRG00000016055",10,7,1
"6060","ENSPTRG00000016059",18,13,14
"6061","ENSPTRG00000016060",75,27,51
"6062","ENSPTRG00000016062",2,2,4
"6063","ENSPTRG00000016064",36,28,22
"6064","ENSPTRG00000016070",11,5,8
"6065","ENSPTRG00000016071",143,90,66
"6066","ENSPTRG00000016072",6,4,2
"6067","ENSPTRG00000016077",32,9,14
"6068","ENSPTRG00000016079",6,5,9
"6069","ENSPTRG00000016080",44,16,6
"6070","ENSPTRG00000016081",147,45,81
"6071","ENSPTRG00000016088",78,20,18
"6072","ENSPTRG00000016089",131,71,59
"6073","ENSPTRG00000016096",15,6,12
"6074","ENSPTRG00000016098",54,24,17
"6075","ENSPTRG00000016099",22,15,12
"6076","ENSPTRG00000016105",76,50,27
"6077","ENSPTRG00000016134",153,44,485
"6078","ENSPTRG00000016135",22,9,13
"6079","ENSPTRG00000016136",183,72,80
"6080","ENSPTRG00000016138",18,13,1
"6081","ENSPTRG00000016139",20,12,7
"6082","ENSPTRG00000016147",7,3,6
"6083","ENSPTRG00000016149",47,29,26
"6084","ENSPTRG00000016153",9,17,15
"6085","ENSPTRG00000016154",6,2,18
"6086","ENSPTRG00000016164",4,2,10
"6087","ENSPTRG00000016170",21,30,12
"6088","ENSPTRG00000016175",101,74,64
"6089","ENSPTRG00000016176",126,57,50
"6090","ENSPTRG00000016178",10,22,10
"6091","ENSPTRG00000016182",384,18,16
"6092","ENSPTRG00000016185",50,28,31
"6093","ENSPTRG00000016186",24,6,4
"6094","ENSPTRG00000016192",74,59,72
"6095","ENSPTRG00000016194",115,67,87
"6096","ENSPTRG00000016196",11,14,5
"6097","ENSPTRG00000016198",28,6,9
"6098","ENSPTRG00000016199",40,31,34
"6099","ENSPTRG00000016202",2,2,6
"6100","ENSPTRG00000016203",49,22,32
"6101","ENSPTRG00000016207",21,4,8
"6102","ENSPTRG00000016213",57,17,7
"6103","ENSPTRG00000016215",300,92,96
"6104","ENSPTRG00000016217",316,126,154
"6105","ENSPTRG00000016218",54,25,18
"6106","ENSPTRG00000016221",98,117,64
"6107","ENSPTRG00000016223",11,6,14
"6108","ENSPTRG00000016224",57,28,30
"6109","ENSPTRG00000016226",104,123,13
"6110","ENSPTRG00000016227",4,1,11
"6111","ENSPTRG00000016229",38,6,8
"6112","ENSPTRG00000016232",15,7,13
"6113","ENSPTRG00000016233",77,54,43
"6114","ENSPTRG00000016236",26,28,22
"6115","ENSPTRG00000016241",2,2,9
"6116","ENSPTRG00000016255",17,11,4
"6117","ENSPTRG00000016259",27,14,27
"6118","ENSPTRG00000016271",8,6,12
"6119","ENSPTRG00000016272",7,2,2
"6120","ENSPTRG00000016273",31,10,9
"6121","ENSPTRG00000016275",51,34,39
"6122","ENSPTRG00000016292",18,13,12
"6123","ENSPTRG00000016299",35,21,18
"6124","ENSPTRG00000016300",4,3,4
"6125","ENSPTRG00000016301",113,50,92
"6126","ENSPTRG00000016302",40,20,22
"6127","ENSPTRG00000016303",92,48,27
"6128","ENSPTRG00000016307",20,10,22
"6129","ENSPTRG00000016309",48,36,24
"6130","ENSPTRG00000016310",75,65,25
"6131","ENSPTRG00000016311",11,10,3
"6132","ENSPTRG00000016312",510,174,134
"6133","ENSPTRG00000016315",36,26,22
"6134","ENSPTRG00000016317",5,6,2
"6135","ENSPTRG00000016318",36,16,32
"6136","ENSPTRG00000016320",153,92,56
"6137","ENSPTRG00000016322",28,16,32
"6138","ENSPTRG00000016325",41,29,39
"6139","ENSPTRG00000016328",25,7,10
"6140","ENSPTRG00000016329",31,12,16
"6141","ENSPTRG00000016330",6,2,14
"6142","ENSPTRG00000016334",6,10,6
"6143","ENSPTRG00000016335",50,29,56
"6144","ENSPTRG00000016340",34,11,34
"6145","ENSPTRG00000016341",6,2,10
"6146","ENSPTRG00000016344",15,5,15
"6147","ENSPTRG00000016345",202,65,92
"6148","ENSPTRG00000016347",57,39,35
"6149","ENSPTRG00000016351",66,25,29
"6150","ENSPTRG00000016352",16,3,7
"6151","ENSPTRG00000016353",802,464,479
"6152","ENSPTRG00000016359",50,29,23
"6153","ENSPTRG00000016360",39,30,24
"6154","ENSPTRG00000016362",14,6,8
"6155","ENSPTRG00000016364",75,29,62
"6156","ENSPTRG00000016373",15,20,10
"6157","ENSPTRG00000016374",55,23,5
"6158","ENSPTRG00000016375",11,3,6
"6159","ENSPTRG00000016380",38,21,41
"6160","ENSPTRG00000016383",50,45,25
"6161","ENSPTRG00000016391",32,19,21
"6162","ENSPTRG00000016397",4,2,4
"6163","ENSPTRG00000016398",78,90,80
"6164","ENSPTRG00000016400",4,2,11
"6165","ENSPTRG00000016401",16,3,16
"6166","ENSPTRG00000016407",595,303,161
"6167","ENSPTRG00000016410",33,5,15
"6168","ENSPTRG00000016411",8,4,17
"6169","ENSPTRG00000016416",8,6,10
"6170","ENSPTRG00000016421",4,7,9
"6171","ENSPTRG00000016426",6,5,8
"6172","ENSPTRG00000016431",6,4,6
"6173","ENSPTRG00000016433",8,5,14
"6174","ENSPTRG00000016434",11,2,6
