"gene","GM18558","GM18960","GM19240"
"4168","ENSG00000137767",40,74,141
"4169","ENSG00000137770",16,17,17
"4170","ENSG00000137802",9,11,22
"4171","ENSG00000137804",39,95,45
"4172","ENSG00000137806",11,11,52
"4173","ENSG00000137807",5,14,42
"4174","ENSG00000137812",6,13,16
"4175","ENSG00000137815",27,38,19
"4176","ENSG00000137817",44,29,36
"4177","ENSG00000137818",1523,1610,1313
"4178","ENSG00000137822",13,13,27
"4179","ENSG00000137824",34,35,49
"4180","ENSG00000137831",1,2,31
"4181","ENSG00000137841",7,10,18
"4182","ENSG00000137845",27,36,24
"4183","ENSG00000137871",6,8,30
"4184","ENSG00000137876",304,306,146
"4185","ENSG00000137878",18,28,36
"4186","ENSG00000137880",23,22,26
"4187","ENSG00000137936",2,2,18
"4188","ENSG00000137941",2,1,17
"4189","ENSG00000137944",14,29,40
"4190","ENSG00000137947",68,77,59
"4191","ENSG00000137955",147,114,137
"4192","ENSG00000137959",29,34,45
"4193","ENSG00000137965",21,17,31
"4194","ENSG00000137992",6,12,48
"4195","ENSG00000137996",33,65,61
"4196","ENSG00000138002",3,3,27
"4197","ENSG00000138029",76,120,94
"4198","ENSG00000138031",56,50,41
"4199","ENSG00000138032",18,41,34
"4200","ENSG00000138035",39,50,32
"4201","ENSG00000138036",23,21,46
"4202","ENSG00000138041",47,40,38
"4203","ENSG00000138050",11,10,14
"4204","ENSG00000138069",90,89,75
"4205","ENSG00000138071",176,368,183
"4206","ENSG00000138073",26,41,59
"4207","ENSG00000138074",52,69,52
"4208","ENSG00000138078",18,29,55
"4209","ENSG00000138081",31,25,33
"4210","ENSG00000138085",69,91,96
"4211","ENSG00000138092",23,19,68
"4212","ENSG00000138095",109,175,93
"4213","ENSG00000138101",4,7,17
"4214","ENSG00000138107",62,84,77
"4215","ENSG00000138111",2,2,1
"4216","ENSG00000138119",1,2,1
"4217","ENSG00000138134",13,22,46
"4218","ENSG00000138138",26,39,45
"4219","ENSG00000138160",9,33,48
"4220","ENSG00000138166",133,99,57
"4221","ENSG00000138175",42,67,28
"4222","ENSG00000138180",9,26,30
"4223","ENSG00000138182",8,14,32
"4224","ENSG00000138185",43,86,100
"4225","ENSG00000138190",3,10,16
"4226","ENSG00000138246",12,22,26
"4227","ENSG00000138279",123,217,181
"4228","ENSG00000138293",57,90,71
"4229","ENSG00000138297",80,101,81
"4230","ENSG00000138303",16,29,36
"4231","ENSG00000138326",1005,1972,1582
"4232","ENSG00000138346",4,12,18
"4233","ENSG00000138363",109,298,142
"4234","ENSG00000138375",13,27,24
"4235","ENSG00000138378",2,7,12
"4236","ENSG00000138381",33,38,26
"4237","ENSG00000138382",45,75,72
"4238","ENSG00000138385",126,227,84
"4239","ENSG00000138386",19,17,39
"4240","ENSG00000138398",44,54,64
"4241","ENSG00000138399",33,44,32
"4242","ENSG00000138411",3,10,36
"4243","ENSG00000138413",34,87,74
"4244","ENSG00000138430",145,183,156
"4245","ENSG00000138433",45,42,18
"4246","ENSG00000138434",23,19,25
"4247","ENSG00000138442",26,37,49
"4248","ENSG00000138443",15,16,36
"4249","ENSG00000138448",4,5,14
"4250","ENSG00000138459",10,21,20
"4251","ENSG00000138468",8,8,38
"4252","ENSG00000138495",50,80,115
"4253","ENSG00000138496",14,27,27
"4254","ENSG00000138592",23,20,36
"4255","ENSG00000138593",15,15,18
"4256","ENSG00000138594",19,24,16
"4257","ENSG00000138600",42,38,38
"4258","ENSG00000138606",4,5,20
"4259","ENSG00000138614",24,31,11
"4260","ENSG00000138621",5,13,45
"4261","ENSG00000138623",88,116,120
"4262","ENSG00000138629",30,74,42
"4263","ENSG00000138641",2,3,22
"4264","ENSG00000138642",4,4,25
"4265","ENSG00000138646",29,23,21
"4266","ENSG00000138658",3,5,28
"4267","ENSG00000138660",24,26,21
"4268","ENSG00000138663",40,59,30
"4269","ENSG00000138668",191,260,146
"4270","ENSG00000138674",57,59,102
"4271","ENSG00000138678",34,3,15
"4272","ENSG00000138685",1,7,22
"4273","ENSG00000138686",8,8,26
"4274","ENSG00000138688",9,9,26
"4275","ENSG00000138698",22,29,24
"4276","ENSG00000138709",8,11,21
"4277","ENSG00000138744",7,13,53
"4278","ENSG00000138750",45,53,34
"4279","ENSG00000138756",17,28,32
"4280","ENSG00000138757",65,81,41
"4281","ENSG00000138758",60,87,39
"4282","ENSG00000138760",4,9,14
"4283","ENSG00000138764",11,11,18
"4284","ENSG00000138767",3,6,22
"4285","ENSG00000138768",51,76,77
"4286","ENSG00000138771",1,3,48
"4287","ENSG00000138777",40,77,101
"4288","ENSG00000138778",3,8,26
"4289","ENSG00000138785",3,7,17
"4290","ENSG00000138794",27,21,41
"4291","ENSG00000138795",2,9,40
"4292","ENSG00000138796",59,65,58
"4293","ENSG00000138801",27,56,50
"4294","ENSG00000138802",27,30,33
"4295","ENSG00000138814",11,12,12
"4296","ENSG00000138821",11,52,17
"4297","ENSG00000138823",2,3,31
"4298","ENSG00000138834",18,13,17
"4299","ENSG00000138835",27,16,42
"4300","ENSG00000138867",12,23,9
"4301","ENSG00000138942",16,16,15
"4302","ENSG00000138964",33,68,58
"4303","ENSG00000139083",17,30,5
"4304","ENSG00000139112",6,6,17
"4305","ENSG00000139116",12,16,35
"4306","ENSG00000139117",21,25,19
"4307","ENSG00000139131",38,48,58
"4308","ENSG00000139146",46,82,62
"4309","ENSG00000139154",38,31,37
"4310","ENSG00000139163",16,23,29
"4311","ENSG00000139173",3,5,19
"4312","ENSG00000139180",132,189,61
"4313","ENSG00000139182",20,12,20
"4314","ENSG00000139190",9,10,67
"4315","ENSG00000139192",19,18,40
"4316","ENSG00000139197",17,21,22
"4317","ENSG00000139218",21,27,27
"4318","ENSG00000139233",88,98,81
"4319","ENSG00000139266",26,18,24
"4320","ENSG00000139278",49,38,48
"4321","ENSG00000139291",13,14,50
"4322","ENSG00000139323",6,8,46
"4323","ENSG00000139343",238,307,340
"4324","ENSG00000139350",18,36,11
"4325","ENSG00000139352",1,7,32
"4326","ENSG00000139370",40,55,69
"4327","ENSG00000139372",34,28,40
"4328","ENSG00000139405",17,19,17
"4329","ENSG00000139410",4,4,13
"4330","ENSG00000139428",11,36,16
"4331","ENSG00000139437",15,16,22
"4332","ENSG00000139496",31,44,31
"4333","ENSG00000139505",17,24,28
"4334","ENSG00000139508",4,8,15
"4335","ENSG00000139514",25,22,29
"4336","ENSG00000139517",5,6,12
"4337","ENSG00000139531",7,8,26
"4338","ENSG00000139546",18,27,23
"4339","ENSG00000139579",19,42,21
"4340","ENSG00000139597",13,7,44
"4341","ENSG00000139618",2,5,19
"4342","ENSG00000139620",13,15,40
"4343","ENSG00000139626",22,61,97
"4344","ENSG00000139629",3,11,24
"4345","ENSG00000139631",5,5,30
"4346","ENSG00000139636",20,16,23
"4347","ENSG00000139637",61,61,47
"4348","ENSG00000139641",44,90,57
"4349","ENSG00000139644",262,262,304
"4350","ENSG00000139645",13,20,18
"4351","ENSG00000139651",9,20,15
"4352","ENSG00000139668",6,6,8
"4353","ENSG00000139675",7,4,18
"4354","ENSG00000139684",123,194,141
"4355","ENSG00000139687",38,48,33
"4356","ENSG00000139697",33,33,44
"4357","ENSG00000139714",2,1,40
"4358","ENSG00000139718",6,8,8
"4359","ENSG00000139722",16,20,34
"4360","ENSG00000139725",27,34,61
"4361","ENSG00000139726",60,78,76
"4362","ENSG00000139734",3,7,21
"4363","ENSG00000139737",10,42,40
"4364","ENSG00000139746",33,34,24
"4365","ENSG00000139835",1,2,24
"4366","ENSG00000139842",54,75,43
"4367","ENSG00000139899",6,2,10
"4368","ENSG00000139921",42,75,22
"4369","ENSG00000139926",1,1,13
"4370","ENSG00000139971",93,147,83
"4371","ENSG00000139974",5,3,17
"4372","ENSG00000139990",17,18,26
"4373","ENSG00000140006",11,11,23
"4374","ENSG00000140030",14,31,14
"4375","ENSG00000140043",2,7,23
"4376","ENSG00000140105",232,291,349
"4377","ENSG00000140157",27,35,130
"4378","ENSG00000140181",16,20,37
"4379","ENSG00000140199",21,12,52
"4380","ENSG00000140259",79,94,43
"4381","ENSG00000140262",22,25,33
"4382","ENSG00000140263",13,21,70
"4383","ENSG00000140264",50,76,57
"4384","ENSG00000140299",63,53,44
"4385","ENSG00000140307",101,115,120
"4386","ENSG00000140319",422,260,483
"4387","ENSG00000140320",11,13,46
"4388","ENSG00000140326",4,8,10
"4389","ENSG00000140332",20,26,9
"4390","ENSG00000140350",123,222,130
"4391","ENSG00000140365",31,53,45
"4392","ENSG00000140367",22,21,50
"4393","ENSG00000140368",5,5,7
"4394","ENSG00000140374",133,210,207
"4395","ENSG00000140379",86,114,162
"4396","ENSG00000140382",22,31,44
"4397","ENSG00000140386",5,9,23
"4398","ENSG00000140391",61,70,59
"4399","ENSG00000140395",30,55,80
"4400","ENSG00000140396",6,6,14
"4401","ENSG00000140398",5,1,3
"4402","ENSG00000140400",27,25,46
"4403","ENSG00000140403",3,11,37
"4404","ENSG00000140416",1,2,1
"4405","ENSG00000140451",4,7,35
"4406","ENSG00000140455",23,30,35
"4407","ENSG00000140463",4,5,28
"4408","ENSG00000140464",16,24,12
"4409","ENSG00000140471",6,6,33
"4410","ENSG00000140474",18,19,26
"4411","ENSG00000140497",50,93,76
"4412","ENSG00000140521",33,32,33
"4413","ENSG00000140525",7,38,39
"4414","ENSG00000140526",12,17,18
"4415","ENSG00000140534",2,7,31
"4416","ENSG00000140545",6,5,1
"4417","ENSG00000140548",8,8,30
"4418","ENSG00000140553",30,43,33
"4419","ENSG00000140564",26,14,17
"4420","ENSG00000140575",59,68,67
"4421","ENSG00000140577",9,8,28
"4422","ENSG00000140598",11,17,22
"4423","ENSG00000140612",96,136,146
"4424","ENSG00000140632",37,56,26
"4425","ENSG00000140650",35,34,30
"4426","ENSG00000140678",2,2,21
"4427","ENSG00000140682",10,16,11
"4428","ENSG00000140688",24,37,30
"4429","ENSG00000140694",28,53,44
"4430","ENSG00000140718",10,14,9
"4431","ENSG00000140740",255,366,174
"4432","ENSG00000140743",16,12,26
"4433","ENSG00000140750",90,97,71
"4434","ENSG00000140829",50,40,39
"4435","ENSG00000140830",25,18,30
"4436","ENSG00000140839",2,2,16
"4437","ENSG00000140848",6,7,29
"4438","ENSG00000140853",31,30,38
"4439","ENSG00000140854",9,29,14
"4440","ENSG00000140905",10,14,31
"4441","ENSG00000140931",5,17,18
"4442","ENSG00000140941",94,96,120
"4443","ENSG00000140943",25,32,49
"4444","ENSG00000140961",4,2,15
"4445","ENSG00000140968",69,70,65
"4446","ENSG00000140983",33,40,22
"4447","ENSG00000140988",1634,1945,1464
"4448","ENSG00000140990",119,64,64
"4449","ENSG00000140992",14,15,37
"4450","ENSG00000140995",16,16,46
"4451","ENSG00000141002",45,57,72
"4452","ENSG00000141012",6,5,16
"4453","ENSG00000141027",19,23,31
"4454","ENSG00000141030",64,75,104
"4455","ENSG00000141040",5,10,50
"4456","ENSG00000141068",36,24,52
"4457","ENSG00000141076",74,91,67
"4458","ENSG00000141084",10,10,26
"4459","ENSG00000141101",150,125,68
"4460","ENSG00000141127",47,60,79
"4461","ENSG00000141140",12,16,25
"4462","ENSG00000141141",35,38,50
"4463","ENSG00000141179",12,13,58
"4464","ENSG00000141198",8,12,40
"4465","ENSG00000141219",23,11,8
"4466","ENSG00000141232",1,2,12
"4467","ENSG00000141252",6,10,26
"4468","ENSG00000141258",15,14,35
"4469","ENSG00000141279",56,78,81
"4470","ENSG00000141293",29,37,38
"4471","ENSG00000141295",16,21,24
"4472","ENSG00000141337",3,6,18
"4473","ENSG00000141349",12,37,28
"4474","ENSG00000141367",142,161,100
"4475","ENSG00000141376",4,6,20
"4476","ENSG00000141380",21,28,37
"4477","ENSG00000141385",60,79,96
"4478","ENSG00000141391",9,8,19
"4479","ENSG00000141404",5,9,29
"4480","ENSG00000141424",51,55,36
"4481","ENSG00000141425",18,23,21
"4482","ENSG00000141428",24,30,34
"4483","ENSG00000141429",38,51,47
"4484","ENSG00000141446",17,14,58
"4485","ENSG00000141452",54,57,35
"4486","ENSG00000141456",33,43,19
"4487","ENSG00000141458",30,23,26
"4488","ENSG00000141480",34,35,64
"4489","ENSG00000141499",21,21,43
"4490","ENSG00000141503",23,34,39
"4491","ENSG00000141506",12,15,18
"4492","ENSG00000141510",59,120,14
"4493","ENSG00000141522",159,322,90
"4494","ENSG00000141524",33,52,23
"4495","ENSG00000141526",46,36,55
"4496","ENSG00000141527",2,2,5
"4497","ENSG00000141540",21,13,24
"4498","ENSG00000141543",241,209,84
"4499","ENSG00000141551",33,29,17
"4500","ENSG00000141552",25,34,39
"4501","ENSG00000141556",16,35,35
"4502","ENSG00000141560",15,22,39
"4503","ENSG00000141562",37,42,63
"4504","ENSG00000141564",6,9,10
"4505","ENSG00000141568",36,33,39
"4506","ENSG00000141569",4,9,2
"4507","ENSG00000141576",11,33,32
"4508","ENSG00000141577",4,11,16
"4509","ENSG00000141580",25,20,16
"4510","ENSG00000141627",17,27,52
"4511","ENSG00000141644",23,26,29
"4512","ENSG00000141646",26,27,39
"4513","ENSG00000141664",13,11,10
"4514","ENSG00000141682",41,120,217
"4515","ENSG00000141698",18,23,28
"4516","ENSG00000141699",15,35,49
"4517","ENSG00000141720",15,18,20
"4518","ENSG00000141736",10,13,22
"4519","ENSG00000141759",34,70,74
"4520","ENSG00000141858",69,78,18
"4521","ENSG00000141867",26,19,21
"4522","ENSG00000141905",8,9,35
"4523","ENSG00000141956",5,3,17
"4524","ENSG00000141959",57,115,60
"4525","ENSG00000141968",23,42,36
"4526","ENSG00000141971",10,28,9
"4527","ENSG00000141979",19,24,16
"4528","ENSG00000141985",34,49,18
"4529","ENSG00000141994",8,17,1
"4530","ENSG00000142002",34,43,38
"4531","ENSG00000142082",7,8,26
"4532","ENSG00000142102",37,22,22
"4533","ENSG00000142166",32,41,26
"4534","ENSG00000142168",180,426,326
"4535","ENSG00000142185",1,3,6
"4536","ENSG00000142186",50,61,32
"4537","ENSG00000142192",52,63,63
"4538","ENSG00000142197",2,4,26
"4539","ENSG00000142207",7,14,16
"4540","ENSG00000142208",59,103,57
"4541","ENSG00000142227",133,148,78
"4542","ENSG00000142230",49,110,89
"4543","ENSG00000142327",17,47,41
"4544","ENSG00000142330",6,9,6
"4545","ENSG00000142347",1,2,14
"4546","ENSG00000142453",91,128,94
"4547","ENSG00000142459",8,8,14
"4548","ENSG00000142507",170,251,184
"4549","ENSG00000142512",4,3,12
"4550","ENSG00000142534",1485,1369,2859
"4551","ENSG00000142541",2071,2206,2969
"4552","ENSG00000142546",21,44,9
"4553","ENSG00000142556",4,8,30
"4554","ENSG00000142583",13,10,32
"4555","ENSG00000142599",11,10,17
"4556","ENSG00000142632",2,3,22
"4557","ENSG00000142634",68,80,112
"4558","ENSG00000142655",13,13,30
"4559","ENSG00000142657",220,204,176
"4560","ENSG00000142669",133,217,210
"4561","ENSG00000142675",3,3,7
"4562","ENSG00000142676",1531,1998,2640
"4563","ENSG00000142684",26,48,40
"4564","ENSG00000142687",7,14,26
"4565","ENSG00000142731",6,20,1
"4566","ENSG00000142751",28,37,54
"4567","ENSG00000142765",4,12,1
"4568","ENSG00000142784",25,30,51
"4569","ENSG00000142856",13,21,32
"4570","ENSG00000142864",300,502,247
"4571","ENSG00000142867",12,21,43
"4572","ENSG00000142875",6,8,36
"4573","ENSG00000142892",10,15,45
"4574","ENSG00000142937",1784,1442,1977
"4575","ENSG00000142945",12,37,54
"4576","ENSG00000142949",1,2,8
"4577","ENSG00000143013",41,31,4
"4578","ENSG00000143033",24,34,20
"4579","ENSG00000143093",12,23,24
"4580","ENSG00000143106",163,296,241
"4581","ENSG00000143119",143,206,215
"4582","ENSG00000143127",2,1,14
"4583","ENSG00000143149",31,73,28
"4584","ENSG00000143153",185,166,53
"4585","ENSG00000143155",96,112,73
"4586","ENSG00000143156",14,13,25
"4587","ENSG00000143157",10,18,20
"4588","ENSG00000143158",58,88,122
"4589","ENSG00000143162",15,24,24
"4590","ENSG00000143164",63,51,51
"4591","ENSG00000143179",51,61,30
"4592","ENSG00000143183",103,163,59
"4593","ENSG00000143198",88,87,82
"4594","ENSG00000143207",44,37,69
"4595","ENSG00000143222",83,124,161
"4596","ENSG00000143224",12,19,30
"4597","ENSG00000143226",2,2,41
"4598","ENSG00000143228",10,34,32
"4599","ENSG00000143252",83,98,85
"4600","ENSG00000143256",64,122,93
"4601","ENSG00000143258",15,22,22
"4602","ENSG00000143294",83,60,103
"4603","ENSG00000143297",6,6,28
"4604","ENSG00000143303",14,10,31
"4605","ENSG00000143314",36,87,57
"4606","ENSG00000143319",23,28,4
"4607","ENSG00000143321",83,159,201
"4608","ENSG00000143324",7,9,26
"4609","ENSG00000143333",7,16,47
"4610","ENSG00000143337",27,23,20
"4611","ENSG00000143344",3,10,21
"4612","ENSG00000143353",26,52,34
"4613","ENSG00000143363",4,7,38
"4614","ENSG00000143368",105,178,58
"4615","ENSG00000143373",15,21,19
"4616","ENSG00000143374",26,35,38
"4617","ENSG00000143376",6,4,36
"4618","ENSG00000143379",19,20,27
"4619","ENSG00000143384",82,92,193
"4620","ENSG00000143387",5,2,1
"4621","ENSG00000143390",44,68,58
"4622","ENSG00000143393",23,36,67
"4623","ENSG00000143398",32,32,43
"4624","ENSG00000143401",52,78,67
"4625","ENSG00000143409",3,6,26
"4626","ENSG00000143418",63,64,27
"4627","ENSG00000143420",72,109,171
"4628","ENSG00000143436",34,58,59
"4629","ENSG00000143437",12,20,23
"4630","ENSG00000143442",18,20,40
"4631","ENSG00000143457",8,18,19
"4632","ENSG00000143458",3,5,31
"4633","ENSG00000143466",8,15,11
"4634","ENSG00000143476",10,32,14
"4635","ENSG00000143486",43,105,83
"4636","ENSG00000143493",25,33,40
"4637","ENSG00000143494",5,18,19
"4638","ENSG00000143499",17,24,19
"4639","ENSG00000143507",33,34,15
"4640","ENSG00000143514",21,22,38
"4641","ENSG00000143515",9,18,30
"4642","ENSG00000143537",16,12,29
"4643","ENSG00000143543",205,146,214
"4644","ENSG00000143545",161,64,52
"4645","ENSG00000143549",171,370,385
"4646","ENSG00000143553",43,40,49
"4647","ENSG00000143554",11,7,4
"4648","ENSG00000143569",75,112,76
"4649","ENSG00000143570",61,79,24
"4650","ENSG00000143575",88,115,74
"4651","ENSG00000143578",10,10,22
"4652","ENSG00000143603",6,13,12
"4653","ENSG00000143612",121,112,194
"4654","ENSG00000143614",9,11,14
"4655","ENSG00000143621",262,455,237
"4656","ENSG00000143622",36,24,16
"4657","ENSG00000143624",83,83,88
"4658","ENSG00000143633",17,22,21
"4659","ENSG00000143641",80,48,82
"4660","ENSG00000143643",12,13,21
"4661","ENSG00000143653",47,82,53
"4662","ENSG00000143669",8,3,26
"4663","ENSG00000143702",14,12,19
"4664","ENSG00000143727",72,80,126
"4665","ENSG00000143740",9,14,38
"4666","ENSG00000143742",32,82,156
"4667","ENSG00000143748",16,21,33
"4668","ENSG00000143751",14,13,36
"4669","ENSG00000143756",20,9,73
"4670","ENSG00000143761",188,356,254
"4671","ENSG00000143771",27,37,15
"4672","ENSG00000143772",16,21,26
"4673","ENSG00000143774",49,82,20
"4674","ENSG00000143776",8,8,14
"4675","ENSG00000143786",2,2,22
"4676","ENSG00000143793",9,11,46
"4677","ENSG00000143797",12,21,25
"4678","ENSG00000143799",185,322,191
"4679","ENSG00000143801",11,12,25
"4680","ENSG00000143815",58,80,69
"4681","ENSG00000143819",6,2,1
"4682","ENSG00000143851",44,44,27
"4683","ENSG00000143862",63,37,33
"4684","ENSG00000143870",116,274,231
"4685","ENSG00000143882",20,54,169
"4686","ENSG00000143889",5,19,39
"4687","ENSG00000143891",2,6,54
"4688","ENSG00000143919",6,8,32
"4689","ENSG00000143924",18,25,42
"4690","ENSG00000143947",2234,1343,2582
"4691","ENSG00000143951",96,153,318
"4692","ENSG00000143952",14,13,36
"4693","ENSG00000143970",5,6,34
"4694","ENSG00000143971",6,10,62
"4695","ENSG00000143977",97,194,141
"4696","ENSG00000144021",54,55,20
"4697","ENSG00000144026",10,4,20
"4698","ENSG00000144028",88,112,47
"4699","ENSG00000144029",76,79,56
"4700","ENSG00000144034",24,36,26
"4701","ENSG00000144040",2,3,9
"4702","ENSG00000144048",32,52,53
"4703","ENSG00000144115",2,2,18
"4704","ENSG00000144118",23,32,58
"4705","ENSG00000144130",3,2,9
"4706","ENSG00000144134",6,9,50
"4707","ENSG00000144136",38,30,29
"4708","ENSG00000144161",19,17,9
"4709","ENSG00000144199",15,31,57
"4710","ENSG00000144224",67,71,85
"4711","ENSG00000144231",17,24,58
"4712","ENSG00000144233",9,11,24
"4713","ENSG00000144283",3,12,12
"4714","ENSG00000144320",6,4,23
"4715","ENSG00000144354",10,23,30
"4716","ENSG00000144357",7,12,43
"4717","ENSG00000144381",504,915,545
"4718","ENSG00000144426",3,4,16
"4719","ENSG00000144452",2,3,16
"4720","ENSG00000144455",7,8,1
"4721","ENSG00000144476",20,15,4
"4722","ENSG00000144504",2,4,7
"4723","ENSG00000144524",33,35,40
"4724","ENSG00000144535",7,11,36
"4725","ENSG00000144554",13,22,33
"4726","ENSG00000144566",27,41,27
"4727","ENSG00000144567",27,20,59
"4728","ENSG00000144579",54,50,38
"4729","ENSG00000144580",51,54,41
"4730","ENSG00000144589",8,11,10
"4731","ENSG00000144635",48,52,27
"4732","ENSG00000144655",30,16,35
"4733","ENSG00000144659",72,78,40
"4734","ENSG00000144674",27,22,74
"4735","ENSG00000144711",26,22,28
"4736","ENSG00000144712",831,689,1776
"4737","ENSG00000144736",12,17,37
"4738","ENSG00000144741",29,19,53
"4739","ENSG00000144744",43,68,59
"4740","ENSG00000144746",198,153,212
"4741","ENSG00000144785",40,88,26
"4742","ENSG00000144791",9,11,18
"4743","ENSG00000144802",27,14,20
"4744","ENSG00000144837",76,41,37
"4745","ENSG00000144840",19,23,13
"4746","ENSG00000144843",8,18,20
"4747","ENSG00000144848",90,101,68
"4748","ENSG00000144867",86,100,20
"4749","ENSG00000144909",15,13,31
"4750","ENSG00000145016",15,21,43
"4751","ENSG00000145022",15,31,54
"4752","ENSG00000145029",5,14,46
"4753","ENSG00000145041",25,32,44
"4754","ENSG00000145050",103,154,100
"4755","ENSG00000145088",11,46,32
"4756","ENSG00000145103",2,13,24
"4757","ENSG00000145191",83,109,116
"4758","ENSG00000145214",2,4,3
"4759","ENSG00000145216",39,45,55
"4760","ENSG00000145220",57,82,47
"4761","ENSG00000145241",11,17,36
"4762","ENSG00000145246",9,14,31
"4763","ENSG00000145247",60,102,64
"4764","ENSG00000145287",206,191,36
"4765","ENSG00000145293",27,54,32
"4766","ENSG00000145348",6,13,28
"4767","ENSG00000145349",27,15,17
"4768","ENSG00000145354",50,50,105
"4769","ENSG00000145362",2,2,29
"4770","ENSG00000145365",44,97,97
"4771","ENSG00000145386",17,62,21
"4772","ENSG00000145388",22,24,35
"4773","ENSG00000145414",22,26,26
"4774","ENSG00000145425",1967,2216,2312
"4775","ENSG00000145439",9,18,58
"4776","ENSG00000145494",51,109,88
"4777","ENSG00000145495",50,39,56
"4778","ENSG00000145592",1240,873,794
"4779","ENSG00000145604",11,23,11
"4780","ENSG00000145675",17,22,43
"4781","ENSG00000145687",20,27,29
"4782","ENSG00000145703",24,15,34
"4783","ENSG00000145715",24,20,51
"4784","ENSG00000145723",2,3,17
"4785","ENSG00000145725",9,16,17
"4786","ENSG00000145730",20,16,30
"4787","ENSG00000145734",9,7,34
"4788","ENSG00000145736",29,70,38
"4789","ENSG00000145740",27,32,24
"4790","ENSG00000145741",462,960,753
"4791","ENSG00000145743",5,6,10
"4792","ENSG00000145781",9,25,27
"4793","ENSG00000145817",42,33,36
"4794","ENSG00000145833",35,54,90
"4795","ENSG00000145860",59,39,27
"4796","ENSG00000145868",18,21,39
"4797","ENSG00000145882",3,4,5
"4798","ENSG00000145901",174,257,234
"4799","ENSG00000145907",133,188,108
"4800","ENSG00000145912",115,254,122
"4801","ENSG00000145916",13,35,16
"4802","ENSG00000145919",13,26,12
"4803","ENSG00000145979",13,23,38
"4804","ENSG00000145982",5,21,14
"4805","ENSG00000145996",11,15,26
"4806","ENSG00000146007",62,110,94
"4807","ENSG00000146021",2,2,17
"4808","ENSG00000146063",8,8,34
"4809","ENSG00000146067",11,12,9
"4810","ENSG00000146083",13,14,7
"4811","ENSG00000146085",12,37,28
"4812","ENSG00000146094",10,13,10
"4813","ENSG00000146109",67,39,36
"4814","ENSG00000146143",9,28,24
"4815","ENSG00000146192",15,17,28
"4816","ENSG00000146215",4,4,3
"4817","ENSG00000146223",43,66,90
"4818","ENSG00000146232",75,125,57
"4819","ENSG00000146243",13,8,24
"4820","ENSG00000146247",13,12,41
"4821","ENSG00000146263",4,6,11
"4822","ENSG00000146278",16,10,72
"4823","ENSG00000146282",27,39,39
"4824","ENSG00000146350",2,3,10
"4825","ENSG00000146376",9,12,5
"4826","ENSG00000146386",75,65,107
"4827","ENSG00000146410",8,18,13
"4828","ENSG00000146414",7,6,12
"4829","ENSG00000146416",14,16,24
"4830","ENSG00000146425",71,73,90
"4831","ENSG00000146426",3,5,24
"4832","ENSG00000146433",10,6,13
"4833","ENSG00000146463",20,18,27
"4834","ENSG00000146535",13,19,17
"4835","ENSG00000146540",10,41,9
"4836","ENSG00000146556",28,25,17
"4837","ENSG00000146574",68,98,34
"4838","ENSG00000146576",14,19,18
"4839","ENSG00000146670",5,37,36
"4840","ENSG00000146701",195,346,215
"4841","ENSG00000146729",16,35,25
"4842","ENSG00000146731",301,497,288
"4843","ENSG00000146733",14,20,31
"4844","ENSG00000146802",7,6,13
"4845","ENSG00000146826",20,20,19
"4846","ENSG00000146828",10,11,21
"4847","ENSG00000146830",14,16,9
"4848","ENSG00000146833",19,24,49
"4849","ENSG00000146834",93,102,108
"4850","ENSG00000146842",16,19,25
"4851","ENSG00000146872",25,28,36
"4852","ENSG00000146909",11,18,42
"4853","ENSG00000146918",8,27,24
"4854","ENSG00000146963",82,114,41
"4855","ENSG00000147010",80,139,103
"4856","ENSG00000147044",9,13,30
"4857","ENSG00000147050",10,8,40
"4858","ENSG00000147065",200,253,263
"4859","ENSG00000147099",13,16,38
"4860","ENSG00000147118",4,2,47
"4861","ENSG00000147119",22,14,26
"4862","ENSG00000147123",87,158,53
"4863","ENSG00000147130",15,18,56
"4864","ENSG00000147133",12,15,29
"4865","ENSG00000147140",173,232,269
"4866","ENSG00000147155",44,47,58
"4867","ENSG00000147162",99,88,132
"4868","ENSG00000147164",15,26,68
"4869","ENSG00000147168",148,233,342
"4870","ENSG00000147202",5,12,35
"4871","ENSG00000147224",44,55,54
"4872","ENSG00000147251",12,14,34
"4873","ENSG00000147274",143,124,115
"4874","ENSG00000147316",8,12,23
"4875","ENSG00000147324",16,10,22
"4876","ENSG00000147364",19,26,31
"4877","ENSG00000147382",9,15,1
"4878","ENSG00000147383",44,65,50
"4879","ENSG00000147400",21,42,58
"4880","ENSG00000147403",914,1120,1325
"4881","ENSG00000147416",62,56,57
"4882","ENSG00000147419",18,23,50
"4883","ENSG00000147421",6,4,13
"4884","ENSG00000147437",13,2,57
"4885","ENSG00000147439",45,24,24
"4886","ENSG00000147457",13,18,33
"4887","ENSG00000147471",40,53,29
"4888","ENSG00000147475",11,18,22
"4889","ENSG00000147526",40,58,49
"4890","ENSG00000147533",49,53,148
"4891","ENSG00000147548",20,17,39
"4892","ENSG00000147576",2,2,27
"4893","ENSG00000147586",14,24,59
"4894","ENSG00000147601",12,19,4
"4895","ENSG00000147604",2040,1767,1916
"4896","ENSG00000147649",38,80,93
"4897","ENSG00000147654",17,25,39
"4898","ENSG00000147669",104,212,68
"4899","ENSG00000147677",285,460,520
"4900","ENSG00000147679",34,70,187
"4901","ENSG00000147684",92,124,97
