"gene","Guchi","Jaqo","Jingjing"
"3642","ENSPPYG00000010840",4,6,9
"3643","ENSPPYG00000010841",112,175,784
"3644","ENSPPYG00000010846",29,67,6
"3645","ENSPPYG00000010851",36,53,115
"3646","ENSPPYG00000010852",184,107,20
"3647","ENSPPYG00000010859",31,43,22
"3648","ENSPPYG00000010866",67,86,23
"3649","ENSPPYG00000010867",8,14,14
"3650","ENSPPYG00000010868",14,23,37
"3651","ENSPPYG00000010888",44,41,80
"3652","ENSPPYG00000010890",15,22,10
"3653","ENSPPYG00000010892",12,15,20
"3654","ENSPPYG00000010897",24,24,58
"3655","ENSPPYG00000010900",4,2,13
"3656","ENSPPYG00000010901",24,33,7
"3657","ENSPPYG00000010904",17,8,6
"3658","ENSPPYG00000010906",12,33,11
"3659","ENSPPYG00000010910",24,29,26
"3660","ENSPPYG00000010912",120,141,26
"3661","ENSPPYG00000010923",29,25,36
"3662","ENSPPYG00000010924",2,1,5
"3663","ENSPPYG00000010929",6,7,5
"3664","ENSPPYG00000010931",202,362,653
"3665","ENSPPYG00000010932",58,81,209
"3666","ENSPPYG00000010933",134,177,183
"3667","ENSPPYG00000010935",85,92,44
"3668","ENSPPYG00000010936",5,14,8
"3669","ENSPPYG00000010937",30,29,152
"3670","ENSPPYG00000010938",7,14,42
"3671","ENSPPYG00000010939",10,16,18
"3672","ENSPPYG00000010942",6,11,15
"3673","ENSPPYG00000010943",7,8,8
"3674","ENSPPYG00000010944",15,16,38
"3675","ENSPPYG00000010945",32,23,28
"3676","ENSPPYG00000010946",35,55,15
"3677","ENSPPYG00000010947",10,11,12
"3678","ENSPPYG00000010949",142,187,463
"3679","ENSPPYG00000010951",12,32,32
"3680","ENSPPYG00000010954",3,7,8
"3681","ENSPPYG00000010956",173,90,136
"3682","ENSPPYG00000010958",3,8,16
"3683","ENSPPYG00000010959",62,154,53
"3684","ENSPPYG00000010960",18,14,15
"3685","ENSPPYG00000010961",20,17,269
"3686","ENSPPYG00000010962",15,37,187
"3687","ENSPPYG00000010963",69,130,46
"3688","ENSPPYG00000010964",10,12,14
"3689","ENSPPYG00000010969",5,25,8
"3690","ENSPPYG00000010970",6,7,19
"3691","ENSPPYG00000010971",15,13,8
"3692","ENSPPYG00000010974",10,19,22
"3693","ENSPPYG00000010975",9,10,18
"3694","ENSPPYG00000010978",6,10,15
"3695","ENSPPYG00000010979",4,5,4
"3696","ENSPPYG00000010982",91,90,146
"3697","ENSPPYG00000010984",8,7,9
"3698","ENSPPYG00000010985",10,22,11
"3699","ENSPPYG00000010989",39,56,141
"3700","ENSPPYG00000010991",12,9,15
"3701","ENSPPYG00000010997",15,23,40
"3702","ENSPPYG00000010999",7,1,8
"3703","ENSPPYG00000011000",10,16,3
"3704","ENSPPYG00000011004",10,16,20
"3705","ENSPPYG00000011005",9,8,1
"3706","ENSPPYG00000011009",56,62,18
"3707","ENSPPYG00000011011",1,9,10
"3708","ENSPPYG00000011016",4,6,7
"3709","ENSPPYG00000011019",85,96,28
"3710","ENSPPYG00000011021",11,15,17
"3711","ENSPPYG00000011022",28,14,50
"3712","ENSPPYG00000011025",11,8,18
"3713","ENSPPYG00000011027",20,34,8
"3714","ENSPPYG00000011036",3,3,8
"3715","ENSPPYG00000011038",3,6,14
"3716","ENSPPYG00000011041",138,66,283
"3717","ENSPPYG00000011045",17,23,19
"3718","ENSPPYG00000011054",5,21,9
"3719","ENSPPYG00000011055",9,17,15
"3720","ENSPPYG00000011057",16,32,31
"3721","ENSPPYG00000011069",3,2,9
"3722","ENSPPYG00000011070",11,18,8
"3723","ENSPPYG00000011071",17,25,283
"3724","ENSPPYG00000011074",15,11,56
"3725","ENSPPYG00000011079",58,63,38
"3726","ENSPPYG00000011080",2,32,9
"3727","ENSPPYG00000011081",13,15,37
"3728","ENSPPYG00000011082",10,11,13
"3729","ENSPPYG00000011087",16,21,8
"3730","ENSPPYG00000011088",56,60,58
"3731","ENSPPYG00000011091",18,15,32
"3732","ENSPPYG00000011092",15,27,11
"3733","ENSPPYG00000011101",4,11,9
"3734","ENSPPYG00000011103",16,32,2
"3735","ENSPPYG00000011104",25,7,42
"3736","ENSPPYG00000011107",11,26,11
"3737","ENSPPYG00000011110",79,87,116
"3738","ENSPPYG00000011111",30,34,22
"3739","ENSPPYG00000011113",47,58,60
"3740","ENSPPYG00000011114",18,25,8
"3741","ENSPPYG00000011115",238,226,375
"3742","ENSPPYG00000011118",18,38,36
"3743","ENSPPYG00000011119",3,5,11
"3744","ENSPPYG00000011121",37,63,16
"3745","ENSPPYG00000011123",29,22,23
"3746","ENSPPYG00000011126",21,77,5
"3747","ENSPPYG00000011129",9,1,24
"3748","ENSPPYG00000011131",51,57,45
"3749","ENSPPYG00000011135",6,9,2
"3750","ENSPPYG00000011136",2,3,10
"3751","ENSPPYG00000011140",27,29,16
"3752","ENSPPYG00000011148",9,7,4
"3753","ENSPPYG00000011149",18,27,58
"3754","ENSPPYG00000011151",48,90,38
"3755","ENSPPYG00000011159",24,53,35
"3756","ENSPPYG00000011170",10,13,6
"3757","ENSPPYG00000011172",27,46,10
"3758","ENSPPYG00000011175",15,33,2
"3759","ENSPPYG00000011176",7,13,13
"3760","ENSPPYG00000011177",269,288,67
"3761","ENSPPYG00000011178",22,20,16
"3762","ENSPPYG00000011179",131,49,180
"3763","ENSPPYG00000011182",66,127,26
"3764","ENSPPYG00000011194",16,19,8
"3765","ENSPPYG00000011196",198,126,738
"3766","ENSPPYG00000011197",2,3,9
"3767","ENSPPYG00000011198",8,11,22
"3768","ENSPPYG00000011201",9,17,11
"3769","ENSPPYG00000011202",31,66,173
"3770","ENSPPYG00000011206",304,305,2549
"3771","ENSPPYG00000011213",2,4,2
"3772","ENSPPYG00000011218",26,24,22
"3773","ENSPPYG00000011221",30,46,16
"3774","ENSPPYG00000011222",1,10,5
"3775","ENSPPYG00000011226",12,16,9
"3776","ENSPPYG00000011229",18,23,13
"3777","ENSPPYG00000011237",2,22,55
"3778","ENSPPYG00000011241",3,3,6
"3779","ENSPPYG00000011242",5,6,6
"3780","ENSPPYG00000011244",3,9,6
"3781","ENSPPYG00000011245",27,33,15
"3782","ENSPPYG00000011246",11,23,54
"3783","ENSPPYG00000011251",28,41,18
"3784","ENSPPYG00000011252",11,20,2
"3785","ENSPPYG00000011253",5,18,41
"3786","ENSPPYG00000011256",85,132,383
"3787","ENSPPYG00000011258",4,10,28
"3788","ENSPPYG00000011259",8,9,13
"3789","ENSPPYG00000011273",3,5,86
"3790","ENSPPYG00000011275",1,5,22
"3791","ENSPPYG00000011288",131,111,12
"3792","ENSPPYG00000011296",18,45,32
"3793","ENSPPYG00000011297",7,11,42
"3794","ENSPPYG00000011303",33,22,75
"3795","ENSPPYG00000011304",10,23,38
"3796","ENSPPYG00000011305",178,80,411
"3797","ENSPPYG00000011306",8,19,15
"3798","ENSPPYG00000011307",56,44,12
"3799","ENSPPYG00000011317",22,39,38
"3800","ENSPPYG00000011318",238,298,258
"3801","ENSPPYG00000011322",2,4,8
"3802","ENSPPYG00000011354",300,207,1182
"3803","ENSPPYG00000011357",5,12,38
"3804","ENSPPYG00000011364",37,47,53
"3805","ENSPPYG00000011365",2,3,8
"3806","ENSPPYG00000011366",9,29,8
"3807","ENSPPYG00000011372",10,29,36
"3808","ENSPPYG00000011373",7,24,2
"3809","ENSPPYG00000011374",12,21,11
"3810","ENSPPYG00000011377",20,16,21
"3811","ENSPPYG00000011379",56,39,26
"3812","ENSPPYG00000011380",53,57,29
"3813","ENSPPYG00000011381",15,13,14
"3814","ENSPPYG00000011382",16,18,16
"3815","ENSPPYG00000011384",198,139,525
"3816","ENSPPYG00000011386",42,149,154
"3817","ENSPPYG00000011397",4,8,12
"3818","ENSPPYG00000011399",14,36,78
"3819","ENSPPYG00000011403",16,13,29
"3820","ENSPPYG00000011409",10,5,13
"3821","ENSPPYG00000011410",12,30,17
"3822","ENSPPYG00000011411",13,35,18
"3823","ENSPPYG00000011412",8,15,6
"3824","ENSPPYG00000011423",58,35,122
"3825","ENSPPYG00000011424",4,5,10
"3826","ENSPPYG00000011426",72,81,24
"3827","ENSPPYG00000011437",3,3,13
"3828","ENSPPYG00000011445",5,2,1
"3829","ENSPPYG00000011448",10,50,7
"3830","ENSPPYG00000011454",5,5,34
"3831","ENSPPYG00000011455",7,17,17
"3832","ENSPPYG00000011457",1,6,54
"3833","ENSPPYG00000011458",8,4,16
"3834","ENSPPYG00000011459",9,20,46
"3835","ENSPPYG00000011461",8,10,2
"3836","ENSPPYG00000011462",10,4,6
"3837","ENSPPYG00000011463",88,126,321
"3838","ENSPPYG00000011466",5,12,13
"3839","ENSPPYG00000011470",15,25,9
"3840","ENSPPYG00000011471",6,5,15
"3841","ENSPPYG00000011473",116,182,85
"3842","ENSPPYG00000011474",50,48,156
"3843","ENSPPYG00000011476",19,14,26
"3844","ENSPPYG00000011478",31,29,93
"3845","ENSPPYG00000011479",23,33,20
"3846","ENSPPYG00000011483",24,112,27
"3847","ENSPPYG00000011484",2,3,19
"3848","ENSPPYG00000011485",9,20,19
"3849","ENSPPYG00000011502",20,24,57
"3850","ENSPPYG00000011503",96,122,70
"3851","ENSPPYG00000011504",15,22,95
"3852","ENSPPYG00000011506",24,52,26
"3853","ENSPPYG00000011509",3,10,55
"3854","ENSPPYG00000011514",14,11,7
"3855","ENSPPYG00000011516",11,15,11
"3856","ENSPPYG00000011523",1,2,11
"3857","ENSPPYG00000011532",48,57,66
"3858","ENSPPYG00000011535",14,14,74
"3859","ENSPPYG00000011537",7,11,17
"3860","ENSPPYG00000011538",4,7,6
"3861","ENSPPYG00000011540",23,11,100
"3862","ENSPPYG00000011560",104,93,176
"3863","ENSPPYG00000011561",7,15,10
"3864","ENSPPYG00000011562",29,66,70
"3865","ENSPPYG00000011565",4,11,11
"3866","ENSPPYG00000011568",9,5,2
"3867","ENSPPYG00000011571",8,10,7
"3868","ENSPPYG00000011574",15,21,10
"3869","ENSPPYG00000011577",20,22,12
"3870","ENSPPYG00000011578",120,55,101
"3871","ENSPPYG00000011580",81,76,164
"3872","ENSPPYG00000011581",9,5,41
"3873","ENSPPYG00000011586",1,6,13
"3874","ENSPPYG00000011587",10,10,21
"3875","ENSPPYG00000011588",22,53,44
"3876","ENSPPYG00000011590",5,9,7
"3877","ENSPPYG00000011591",22,20,7
"3878","ENSPPYG00000011592",11,17,35
"3879","ENSPPYG00000011593",72,97,195
"3880","ENSPPYG00000011600",4,4,5
"3881","ENSPPYG00000011601",19,28,10
"3882","ENSPPYG00000011602",100,64,158
"3883","ENSPPYG00000011605",6,2,45
"3884","ENSPPYG00000011606",8,16,6
"3885","ENSPPYG00000011616",2,33,49
"3886","ENSPPYG00000011630",32,28,94
"3887","ENSPPYG00000011633",25,45,51
"3888","ENSPPYG00000011636",24,38,175
"3889","ENSPPYG00000011639",13,7,37
"3890","ENSPPYG00000011640",7,10,15
"3891","ENSPPYG00000011645",29,73,15
"3892","ENSPPYG00000011646",3,9,6
"3893","ENSPPYG00000011648",78,77,468
"3894","ENSPPYG00000011656",7,5,20
"3895","ENSPPYG00000011659",10,24,10
"3896","ENSPPYG00000011660",3,2,4
"3897","ENSPPYG00000011662",10,12,3
"3898","ENSPPYG00000011664",8,12,12
"3899","ENSPPYG00000011665",11,10,24
"3900","ENSPPYG00000011666",10,19,57
"3901","ENSPPYG00000011667",12,10,13
"3902","ENSPPYG00000011673",47,64,6
"3903","ENSPPYG00000011675",4,3,20
"3904","ENSPPYG00000011676",14,21,73
"3905","ENSPPYG00000011677",11,10,1
"3906","ENSPPYG00000011678",28,58,15
"3907","ENSPPYG00000011679",2,1,10
"3908","ENSPPYG00000011683",4,7,17
"3909","ENSPPYG00000011684",113,127,231
"3910","ENSPPYG00000011687",33,39,16
"3911","ENSPPYG00000011692",52,35,142
"3912","ENSPPYG00000011693",40,58,9
"3913","ENSPPYG00000011694",7,8,8
"3914","ENSPPYG00000011696",11,38,62
"3915","ENSPPYG00000011697",49,34,533
"3916","ENSPPYG00000011698",19,28,28
"3917","ENSPPYG00000011699",5,11,3
"3918","ENSPPYG00000011702",4,4,2
"3919","ENSPPYG00000011705",2,4,4
"3920","ENSPPYG00000011706",10,15,29
"3921","ENSPPYG00000011707",67,114,50
"3922","ENSPPYG00000011710",2,3,7
"3923","ENSPPYG00000011716",77,70,125
"3924","ENSPPYG00000011720",1,1,9
"3925","ENSPPYG00000011722",11,28,11
"3926","ENSPPYG00000011723",8,6,3
"3927","ENSPPYG00000011725",2,10,18
"3928","ENSPPYG00000011726",1,1,33
"3929","ENSPPYG00000011736",18,25,10
"3930","ENSPPYG00000011737",7,9,21
"3931","ENSPPYG00000011738",9,19,11
"3932","ENSPPYG00000011740",4,6,20
"3933","ENSPPYG00000011752",136,217,45
"3934","ENSPPYG00000011755",51,61,9
"3935","ENSPPYG00000011760",4,7,14
"3936","ENSPPYG00000011761",15,21,21
"3937","ENSPPYG00000011762",8,97,5
"3938","ENSPPYG00000011763",47,28,81
"3939","ENSPPYG00000011770",138,195,30
"3940","ENSPPYG00000011771",39,70,121
"3941","ENSPPYG00000011772",30,50,16
"3942","ENSPPYG00000011774",220,160,52
"3943","ENSPPYG00000011777",4,2,46
"3944","ENSPPYG00000011779",11,9,14
"3945","ENSPPYG00000011783",4,3,145
"3946","ENSPPYG00000011784",13,25,202
"3947","ENSPPYG00000011785",6,9,23
"3948","ENSPPYG00000011788",73,35,13
"3949","ENSPPYG00000011791",110,190,56
"3950","ENSPPYG00000011794",53,39,46
"3951","ENSPPYG00000011797",15,25,10
"3952","ENSPPYG00000011799",1036,414,1752
"3953","ENSPPYG00000011800",29,29,94
"3954","ENSPPYG00000011801",10,10,9
"3955","ENSPPYG00000011803",4,2,18
"3956","ENSPPYG00000011805",18,20,10
"3957","ENSPPYG00000011806",280,266,221
"3958","ENSPPYG00000011809",57,62,213
"3959","ENSPPYG00000011812",6,16,10
"3960","ENSPPYG00000011815",3,10,14
"3961","ENSPPYG00000011818",16,30,14
"3962","ENSPPYG00000011821",79,158,14
"3963","ENSPPYG00000011823",6,10,4
"3964","ENSPPYG00000011825",77,128,92
"3965","ENSPPYG00000011827",11,17,7
"3966","ENSPPYG00000011828",23,77,15
"3967","ENSPPYG00000011829",9,7,13
"3968","ENSPPYG00000011831",1,11,22
"3969","ENSPPYG00000011833",64,27,40
"3970","ENSPPYG00000011834",13,42,91
"3971","ENSPPYG00000011837",2686,3185,5172
"3972","ENSPPYG00000011839",5,5,24
"3973","ENSPPYG00000011842",269,522,168
"3974","ENSPPYG00000011843",44,43,363
"3975","ENSPPYG00000011849",3,3,6
"3976","ENSPPYG00000011850",66,68,102
"3977","ENSPPYG00000011851",17,25,54
"3978","ENSPPYG00000011852",17,34,10
"3979","ENSPPYG00000011856",21,11,5
"3980","ENSPPYG00000011858",179,238,97
"3981","ENSPPYG00000011861",79,95,570
"3982","ENSPPYG00000011862",12,21,18
"3983","ENSPPYG00000011865",62,44,71
"3984","ENSPPYG00000011866",12,23,6
"3985","ENSPPYG00000011870",48,39,70
"3986","ENSPPYG00000011871",49,53,36
"3987","ENSPPYG00000011872",12,16,8
"3988","ENSPPYG00000011873",21,29,108
"3989","ENSPPYG00000011874",15,18,39
"3990","ENSPPYG00000011875",12,16,6
"3991","ENSPPYG00000011876",324,284,306
"3992","ENSPPYG00000011877",79,91,76
"3993","ENSPPYG00000011879",8,7,18
"3994","ENSPPYG00000011880",36,36,2
"3995","ENSPPYG00000011884",11,9,116
"3996","ENSPPYG00000011888",11,16,16
"3997","ENSPPYG00000011890",101,17,433
"3998","ENSPPYG00000011891",56,41,176
"3999","ENSPPYG00000011893",2,1,4
"4000","ENSPPYG00000011894",14,15,7
"4001","ENSPPYG00000011897",18,19,80
"4002","ENSPPYG00000011899",35,37,60
"4003","ENSPPYG00000011903",38,33,6
"4004","ENSPPYG00000011905",5,6,10
"4005","ENSPPYG00000011909",4,8,112
"4006","ENSPPYG00000011910",6,26,4
"4007","ENSPPYG00000011918",57,104,107
"4008","ENSPPYG00000011919",53,48,171
"4009","ENSPPYG00000011920",42,35,107
"4010","ENSPPYG00000011926",2,3,9
"4011","ENSPPYG00000011928",16,31,15
"4012","ENSPPYG00000011932",11,15,32
"4013","ENSPPYG00000011937",71,87,72
"4014","ENSPPYG00000011946",8,2,7
"4015","ENSPPYG00000011948",5,6,9
"4016","ENSPPYG00000011949",11,15,38
"4017","ENSPPYG00000011950",1,1,10
"4018","ENSPPYG00000011952",2,10,11
"4019","ENSPPYG00000011953",5,16,4
"4020","ENSPPYG00000011954",15,18,30
"4021","ENSPPYG00000011966",6,15,8
"4022","ENSPPYG00000011968",4,12,9
"4023","ENSPPYG00000011969",20,17,47
"4024","ENSPPYG00000011970",2,15,4
"4025","ENSPPYG00000011976",19,23,62
"4026","ENSPPYG00000011977",4,10,37
"4027","ENSPPYG00000011978",9,14,14
"4028","ENSPPYG00000011979",13,23,27
"4029","ENSPPYG00000011980",14,6,24
"4030","ENSPPYG00000011981",11,4,14
"4031","ENSPPYG00000011982",2,9,8
"4032","ENSPPYG00000011984",4,6,37
"4033","ENSPPYG00000011985",11,17,14
"4034","ENSPPYG00000011986",8,19,10
"4035","ENSPPYG00000011989",10,25,12
"4036","ENSPPYG00000011990",20,34,142
"4037","ENSPPYG00000011992",7,13,77
"4038","ENSPPYG00000011994",15,7,46
"4039","ENSPPYG00000011997",3,7,19
"4040","ENSPPYG00000012000",14,21,6
"4041","ENSPPYG00000012001",1,2,66
"4042","ENSPPYG00000012005",24,86,78
"4043","ENSPPYG00000012009",15,36,16
"4044","ENSPPYG00000012017",62,69,383
"4045","ENSPPYG00000012025",11,17,13
"4046","ENSPPYG00000012027",19,19,24
"4047","ENSPPYG00000012031",17,38,27
"4048","ENSPPYG00000012032",8,12,44
"4049","ENSPPYG00000012043",1,1,1
"4050","ENSPPYG00000012047",8,7,29
"4051","ENSPPYG00000012051",46,55,53
"4052","ENSPPYG00000012057",29,53,206
"4053","ENSPPYG00000012063",30,38,59
"4054","ENSPPYG00000012064",73,82,18
"4055","ENSPPYG00000012067",24,40,3
"4056","ENSPPYG00000012068",55,82,31
"4057","ENSPPYG00000012070",10,7,16
"4058","ENSPPYG00000012072",15,25,16
"4059","ENSPPYG00000012073",6,10,7
"4060","ENSPPYG00000012074",10,16,9
"4061","ENSPPYG00000012077",17,20,18
"4062","ENSPPYG00000012078",56,68,532
"4063","ENSPPYG00000012079",19,36,8
"4064","ENSPPYG00000012081",14,17,11
"4065","ENSPPYG00000012085",14,24,57
"4066","ENSPPYG00000012086",23,42,7
"4067","ENSPPYG00000012087",4,5,15
"4068","ENSPPYG00000012093",6,9,14
"4069","ENSPPYG00000012094",99,74,243
"4070","ENSPPYG00000012095",10,12,15
"4071","ENSPPYG00000012098",10,11,8
"4072","ENSPPYG00000012100",128,108,204
"4073","ENSPPYG00000012101",2,1,6
"4074","ENSPPYG00000012102",11,7,4
"4075","ENSPPYG00000012103",22,29,21
"4076","ENSPPYG00000012104",9,27,18
"4077","ENSPPYG00000012106",4,2,12
"4078","ENSPPYG00000012107",15,34,25
"4079","ENSPPYG00000012109",6,12,13
"4080","ENSPPYG00000012119",59,40,70
"4081","ENSPPYG00000012122",13,17,11
"4082","ENSPPYG00000012123",5,13,4
"4083","ENSPPYG00000012136",13,22,27
"4084","ENSPPYG00000012137",13,8,9
"4085","ENSPPYG00000012138",13,16,9
"4086","ENSPPYG00000012139",39,48,35
"4087","ENSPPYG00000012153",8,7,60
"4088","ENSPPYG00000012161",22,29,14
"4089","ENSPPYG00000012167",8,7,13
"4090","ENSPPYG00000012168",18,33,6
"4091","ENSPPYG00000012169",18,17,97
"4092","ENSPPYG00000012170",17,20,6
"4093","ENSPPYG00000012173",4,6,16
"4094","ENSPPYG00000012182",27,29,3
"4095","ENSPPYG00000012199",17,34,28
"4096","ENSPPYG00000012200",6,11,13
"4097","ENSPPYG00000012203",9,6,19
"4098","ENSPPYG00000012211",28,24,37
"4099","ENSPPYG00000012212",11,19,17
"4100","ENSPPYG00000012214",102,46,105
"4101","ENSPPYG00000012215",38,44,14
"4102","ENSPPYG00000012216",79,85,30
"4103","ENSPPYG00000012217",15,16,9
"4104","ENSPPYG00000012220",5,1,20
"4105","ENSPPYG00000012222",40,33,87
"4106","ENSPPYG00000012224",32,25,174
"4107","ENSPPYG00000012225",136,68,399
"4108","ENSPPYG00000012227",47,31,426
"4109","ENSPPYG00000012228",5,4,4
"4110","ENSPPYG00000012229",69,200,13
"4111","ENSPPYG00000012231",7,24,126
"4112","ENSPPYG00000012232",6,8,8
"4113","ENSPPYG00000012233",13,16,2
"4114","ENSPPYG00000012235",62,54,31
"4115","ENSPPYG00000012237",586,462,8313
"4116","ENSPPYG00000012239",2,1,17
"4117","ENSPPYG00000012242",71,113,111
"4118","ENSPPYG00000012254",4,9,14
"4119","ENSPPYG00000012255",31,41,5
"4120","ENSPPYG00000012258",33,20,250
"4121","ENSPPYG00000012264",6,10,25
"4122","ENSPPYG00000012265",2,5,16
"4123","ENSPPYG00000012266",67,64,127
"4124","ENSPPYG00000012267",63,87,118
"4125","ENSPPYG00000012268",3,2,8
"4126","ENSPPYG00000012270",16,14,64
"4127","ENSPPYG00000012272",7,20,100
"4128","ENSPPYG00000012275",12,21,10
"4129","ENSPPYG00000012276",26,33,6
"4130","ENSPPYG00000012277",6,16,292
"4131","ENSPPYG00000012278",14,20,75
"4132","ENSPPYG00000012281",41,55,59
"4133","ENSPPYG00000012282",2,2,19
"4134","ENSPPYG00000012283",111,206,27
"4135","ENSPPYG00000012284",103,87,19
"4136","ENSPPYG00000012285",16,20,80
"4137","ENSPPYG00000012287",15,9,74
"4138","ENSPPYG00000012289",20,30,16
"4139","ENSPPYG00000012291",16,26,28
"4140","ENSPPYG00000012292",17,23,96
"4141","ENSPPYG00000012294",10,4,14
"4142","ENSPPYG00000012297",257,257,258
"4143","ENSPPYG00000012298",11,13,36
"4144","ENSPPYG00000012299",10,11,4
"4145","ENSPPYG00000012304",27,22,23
"4146","ENSPPYG00000012309",4,1,15
"4147","ENSPPYG00000012310",31,58,44
"4148","ENSPPYG00000012312",38,31,82
"4149","ENSPPYG00000012314",18,25,13
"4150","ENSPPYG00000012321",1,5,7
"4151","ENSPPYG00000012323",32,53,40
"4152","ENSPPYG00000012324",38,90,149
"4153","ENSPPYG00000012326",8,20,22
"4154","ENSPPYG00000012327",6,10,11
"4155","ENSPPYG00000012331",2,8,3
"4156","ENSPPYG00000012335",47,62,12
"4157","ENSPPYG00000012336",1,4,14
"4158","ENSPPYG00000012339",7,6,22
"4159","ENSPPYG00000012340",9,29,8
"4160","ENSPPYG00000012350",62,150,1
"4161","ENSPPYG00000012352",25,32,10
"4162","ENSPPYG00000012355",5,8,31
"4163","ENSPPYG00000012359",178,149,13
"4164","ENSPPYG00000012360",36,56,13
"4165","ENSPPYG00000012361",11,12,15
"4166","ENSPPYG00000012362",26,43,8
"4167","ENSPPYG00000012364",22,28,18
"4168","ENSPPYG00000012370",10,16,10
"4169","ENSPPYG00000012371",47,36,46
"4170","ENSPPYG00000012373",194,97,120
"4171","ENSPPYG00000012377",17,24,12
"4172","ENSPPYG00000012380",4,2,12
"4173","ENSPPYG00000012381",238,183,329
"4174","ENSPPYG00000012383",77,65,7
"4175","ENSPPYG00000012384",12,20,8
"4176","ENSPPYG00000012385",24,40,75
"4177","ENSPPYG00000012388",5,4,15
"4178","ENSPPYG00000012389",10,7,8
"4179","ENSPPYG00000012391",16,29,10
"4180","ENSPPYG00000012392",5,9,12
"4181","ENSPPYG00000012394",13,6,31
"4182","ENSPPYG00000012395",14,25,30
"4183","ENSPPYG00000012399",20,20,18
"4184","ENSPPYG00000012400",32,33,16
"4185","ENSPPYG00000012401",18,18,13
"4186","ENSPPYG00000012403",274,228,1564
"4187","ENSPPYG00000012405",64,53,19
"4188","ENSPPYG00000012408",13,11,4
"4189","ENSPPYG00000012410",6,6,9
"4190","ENSPPYG00000012412",20,30,7
"4191","ENSPPYG00000012415",17,21,26
"4192","ENSPPYG00000012422",20,12,13
"4193","ENSPPYG00000012424",13,34,54
"4194","ENSPPYG00000012425",33,39,49
"4195","ENSPPYG00000012428",19,18,12
"4196","ENSPPYG00000012430",229,406,119
"4197","ENSPPYG00000012432",8,8,8
"4198","ENSPPYG00000012437",9,22,9
"4199","ENSPPYG00000012438",16,14,16
"4200","ENSPPYG00000012442",5,12,5
"4201","ENSPPYG00000012451",21,16,15
"4202","ENSPPYG00000012454",12,19,24
"4203","ENSPPYG00000012456",11,9,41
"4204","ENSPPYG00000012459",11,13,30
"4205","ENSPPYG00000012461",14,11,25
"4206","ENSPPYG00000012462",32,118,16
"4207","ENSPPYG00000012464",15,22,10
"4208","ENSPPYG00000012470",3,6,9
"4209","ENSPPYG00000012474",4,12,11
"4210","ENSPPYG00000012477",22,17,51
"4211","ENSPPYG00000012478",7,10,15
"4212","ENSPPYG00000012479",3,10,72
"4213","ENSPPYG00000012480",79,91,194
"4214","ENSPPYG00000012482",17,17,18
"4215","ENSPPYG00000012483",9,32,1
"4216","ENSPPYG00000012486",5,4,12
"4217","ENSPPYG00000012489",21,18,13
"4218","ENSPPYG00000012490",7,10,20
"4219","ENSPPYG00000012491",73,76,90
"4220","ENSPPYG00000012493",9,14,13
"4221","ENSPPYG00000012495",4,5,7
"4222","ENSPPYG00000012496",6,11,1
"4223","ENSPPYG00000012500",32,28,14
"4224","ENSPPYG00000012501",22,29,21
"4225","ENSPPYG00000012503",24,29,64
"4226","ENSPPYG00000012504",12,12,12
"4227","ENSPPYG00000012505",32,27,33
"4228","ENSPPYG00000012508",6,7,4
"4229","ENSPPYG00000012510",22,21,38
"4230","ENSPPYG00000012511",37,27,2
"4231","ENSPPYG00000012521",23,22,14
"4232","ENSPPYG00000012523",4,12,10
"4233","ENSPPYG00000012526",41,51,12
"4234","ENSPPYG00000012527",10,8,30
"4235","ENSPPYG00000012529",53,59,5
"4236","ENSPPYG00000012532",21,22,14
"4237","ENSPPYG00000012534",2,2,5
"4238","ENSPPYG00000012536",47,40,65
"4239","ENSPPYG00000012537",18,21,59
"4240","ENSPPYG00000012538",48,51,18
"4241","ENSPPYG00000012540",7,12,14
"4242","ENSPPYG00000012544",2,6,10
"4243","ENSPPYG00000012546",83,122,82
"4244","ENSPPYG00000012547",103,96,124
"4245","ENSPPYG00000012548",37,45,145
"4246","ENSPPYG00000012549",42,49,19
"4247","ENSPPYG00000012550",31,38,74
"4248","ENSPPYG00000012551",24,37,20
"4249","ENSPPYG00000012552",22,25,10
"4250","ENSPPYG00000012557",28,32,68
"4251","ENSPPYG00000012558",38,70,40
"4252","ENSPPYG00000012559",16,21,2
"4253","ENSPPYG00000012562",11,21,18
"4254","ENSPPYG00000012564",2,2,26
"4255","ENSPPYG00000012566",23,25,125
"4256","ENSPPYG00000012572",2,8,12
"4257","ENSPPYG00000012582",48,66,72
"4258","ENSPPYG00000012583",89,121,41
"4259","ENSPPYG00000012586",86,112,8
"4260","ENSPPYG00000012590",3,3,17
"4261","ENSPPYG00000012591",5,8,7
"4262","ENSPPYG00000012594",3,2,1
"4263","ENSPPYG00000012597",8,8,27
"4264","ENSPPYG00000012599",14,30,8
"4265","ENSPPYG00000012602",20,11,12
"4266","ENSPPYG00000012603",91,91,230
"4267","ENSPPYG00000012607",5,6,15
"4268","ENSPPYG00000012609",4,10,8
"4269","ENSPPYG00000012617",23,29,7
"4270","ENSPPYG00000012620",36,103,25
"4271","ENSPPYG00000012623",38,18,37
"4272","ENSPPYG00000012630",33,43,45
"4273","ENSPPYG00000012634",24,22,22
"4274","ENSPPYG00000012638",63,104,89
"4275","ENSPPYG00000012639",8,6,30
