"gene","Guchi","Jaqo","Jingjing"
"4276","ENSPPYG00000012643",14,18,10
"4277","ENSPPYG00000012646",9,7,3
"4278","ENSPPYG00000012647",6,15,5
"4279","ENSPPYG00000012648",6,9,10
"4280","ENSPPYG00000012651",120,118,82
"4281","ENSPPYG00000012653",23,31,31
"4282","ENSPPYG00000012654",98,90,40
"4283","ENSPPYG00000012656",28,13,23
"4284","ENSPPYG00000012662",3,5,6
"4285","ENSPPYG00000012663",210,128,14
"4286","ENSPPYG00000012665",33,13,30
"4287","ENSPPYG00000012666",39,54,109
"4288","ENSPPYG00000012667",30,20,76
"4289","ENSPPYG00000012669",17,7,24
"4290","ENSPPYG00000012683",38,46,66
"4291","ENSPPYG00000012684",8,11,18
"4292","ENSPPYG00000012685",22,33,30
"4293","ENSPPYG00000012692",7,6,13
"4294","ENSPPYG00000012694",36,60,92
"4295","ENSPPYG00000012708",2,85,5
"4296","ENSPPYG00000012719",126,90,250
"4297","ENSPPYG00000012720",4,3,5
"4298","ENSPPYG00000012721",16,31,5
"4299","ENSPPYG00000012723",8,2,19
"4300","ENSPPYG00000012724",4,22,8
"4301","ENSPPYG00000012725",12,10,6
"4302","ENSPPYG00000012740",27,48,27
"4303","ENSPPYG00000012755",5,8,10
"4304","ENSPPYG00000012756",8,12,4
"4305","ENSPPYG00000012759",14,15,12
"4306","ENSPPYG00000012760",15,25,25
"4307","ENSPPYG00000012765",1,2,11
"4308","ENSPPYG00000012766",34,48,85
"4309","ENSPPYG00000012769",27,48,52
"4310","ENSPPYG00000012771",2,10,26
"4311","ENSPPYG00000012772",12,22,10
"4312","ENSPPYG00000012774",26,37,28
"4313","ENSPPYG00000012776",7,18,8
"4314","ENSPPYG00000012788",103,95,166
"4315","ENSPPYG00000012789",12,17,2
"4316","ENSPPYG00000012794",3,15,13
"4317","ENSPPYG00000012795",6,17,27
"4318","ENSPPYG00000012796",46,60,13
"4319","ENSPPYG00000012798",193,316,43
"4320","ENSPPYG00000012800",16,26,38
"4321","ENSPPYG00000012808",19,18,5
"4322","ENSPPYG00000012813",13,43,34
"4323","ENSPPYG00000012814",2,2,2
"4324","ENSPPYG00000012819",22,34,7
"4325","ENSPPYG00000012820",1,2,16
"4326","ENSPPYG00000012821",67,31,52
"4327","ENSPPYG00000012822",81,85,171
"4328","ENSPPYG00000012825",8,13,1
"4329","ENSPPYG00000012827",17,20,9
"4330","ENSPPYG00000012828",21,31,33
"4331","ENSPPYG00000012835",16,27,19
"4332","ENSPPYG00000012838",8,1,6
"4333","ENSPPYG00000012840",77,109,41
"4334","ENSPPYG00000012844",26,32,20
"4335","ENSPPYG00000012846",5,8,14
"4336","ENSPPYG00000012848",44,42,7
"4337","ENSPPYG00000012850",8,8,15
"4338","ENSPPYG00000012854",60,86,35
"4339","ENSPPYG00000012855",16,17,15
"4340","ENSPPYG00000012863",47,43,15
"4341","ENSPPYG00000012870",1,2,3
"4342","ENSPPYG00000012873",15,29,6
"4343","ENSPPYG00000012874",30,18,10
"4344","ENSPPYG00000012879",4,5,8
"4345","ENSPPYG00000012880",59,71,35
"4346","ENSPPYG00000012881",78,66,88
"4347","ENSPPYG00000012887",29,38,40
"4348","ENSPPYG00000012888",20,34,25
"4349","ENSPPYG00000012903",9,2,15
"4350","ENSPPYG00000012904",19,22,9
"4351","ENSPPYG00000012906",8,5,73
"4352","ENSPPYG00000012911",10,12,28
"4353","ENSPPYG00000012913",19,24,42
"4354","ENSPPYG00000012914",20,27,28
"4355","ENSPPYG00000012916",12,8,6
"4356","ENSPPYG00000012919",175,158,177
"4357","ENSPPYG00000012925",36,72,28
"4358","ENSPPYG00000012926",27,52,13
"4359","ENSPPYG00000012927",14,10,12
"4360","ENSPPYG00000012929",34,46,20
"4361","ENSPPYG00000012930",37,58,36
"4362","ENSPPYG00000012931",30,32,10
"4363","ENSPPYG00000012932",33,50,19
"4364","ENSPPYG00000012933",4,4,10
"4365","ENSPPYG00000012937",4,4,4
"4366","ENSPPYG00000012943",110,79,20
"4367","ENSPPYG00000012945",35,40,24
"4368","ENSPPYG00000012948",44,47,22
"4369","ENSPPYG00000012951",20,35,10
"4370","ENSPPYG00000012952",267,357,260
"4371","ENSPPYG00000012966",33,40,26
"4372","ENSPPYG00000012967",127,88,90
"4373","ENSPPYG00000012969",21,37,13
"4374","ENSPPYG00000012974",8,10,16
"4375","ENSPPYG00000012976",23,28,17
"4376","ENSPPYG00000012977",4,6,11
"4377","ENSPPYG00000012978",6,8,17
"4378","ENSPPYG00000012986",15,42,1
"4379","ENSPPYG00000012987",59,45,30
"4380","ENSPPYG00000012988",23,48,1
"4381","ENSPPYG00000012994",24,33,7
"4382","ENSPPYG00000012998",18,13,15
"4383","ENSPPYG00000013004",70,90,18
"4384","ENSPPYG00000013013",57,63,23
"4385","ENSPPYG00000013015",1,2,13
"4386","ENSPPYG00000013016",11,9,7
"4387","ENSPPYG00000013017",13,17,22
"4388","ENSPPYG00000013018",8,12,17
"4389","ENSPPYG00000013021",14,11,28
"4390","ENSPPYG00000013025",24,36,15
"4391","ENSPPYG00000013026",56,80,10
"4392","ENSPPYG00000013027",21,35,22
"4393","ENSPPYG00000013028",18,34,37
"4394","ENSPPYG00000013030",9,19,3
"4395","ENSPPYG00000013039",5,6,1
"4396","ENSPPYG00000013043",4,13,12
"4397","ENSPPYG00000013044",75,148,24
"4398","ENSPPYG00000013045",349,436,235
"4399","ENSPPYG00000013046",426,338,80
"4400","ENSPPYG00000013047",16,41,58
"4401","ENSPPYG00000013060",82,218,100
"4402","ENSPPYG00000013061",41,59,20
"4403","ENSPPYG00000013062",5,21,11
"4404","ENSPPYG00000013063",24,14,10
"4405","ENSPPYG00000013064",6,11,10
"4406","ENSPPYG00000013065",33,31,154
"4407","ENSPPYG00000013068",39,44,60
"4408","ENSPPYG00000013071",9,8,13
"4409","ENSPPYG00000013073",6,10,1
"4410","ENSPPYG00000013076",4,5,15
"4411","ENSPPYG00000013083",69,106,23
"4412","ENSPPYG00000013084",68,70,22
"4413","ENSPPYG00000013085",7,6,14
"4414","ENSPPYG00000013089",30,46,76
"4415","ENSPPYG00000013093",3,7,13
"4416","ENSPPYG00000013094",6,9,9
"4417","ENSPPYG00000013106",40,53,42
"4418","ENSPPYG00000013107",503,614,1220
"4419","ENSPPYG00000013112",30,26,30
"4420","ENSPPYG00000013114",6,6,10
"4421","ENSPPYG00000013116",4,8,1
"4422","ENSPPYG00000013118",4,6,7
"4423","ENSPPYG00000013125",16,19,7
"4424","ENSPPYG00000013126",8,15,6
"4425","ENSPPYG00000013141",7,14,8
"4426","ENSPPYG00000013144",5,12,3
"4427","ENSPPYG00000013146",91,103,80
"4428","ENSPPYG00000013147",12,42,13
"4429","ENSPPYG00000013148",5,8,5
"4430","ENSPPYG00000013150",14,9,34
"4431","ENSPPYG00000013152",180,181,157
"4432","ENSPPYG00000013155",7,14,19
"4433","ENSPPYG00000013164",537,348,344
"4434","ENSPPYG00000013166",77,100,49
"4435","ENSPPYG00000013167",32,38,48
"4436","ENSPPYG00000013173",20,57,14
"4437","ENSPPYG00000013176",27,32,57
"4438","ENSPPYG00000013179",22,24,44
"4439","ENSPPYG00000013180",14,23,19
"4440","ENSPPYG00000013181",6,10,20
"4441","ENSPPYG00000013182",8,15,9
"4442","ENSPPYG00000013193",3,10,10
"4443","ENSPPYG00000013195",21,33,5
"4444","ENSPPYG00000013196",43,51,15
"4445","ENSPPYG00000013197",8,18,43
"4446","ENSPPYG00000013198",8,14,13
"4447","ENSPPYG00000013200",6,9,48
"4448","ENSPPYG00000013202",17,17,30
"4449","ENSPPYG00000013203",8,39,8
"4450","ENSPPYG00000013204",31,44,25
"4451","ENSPPYG00000013207",35,38,106
"4452","ENSPPYG00000013209",25,32,68
"4453","ENSPPYG00000013213",1,2,9
"4454","ENSPPYG00000013215",12,16,28
"4455","ENSPPYG00000013221",44,50,38
"4456","ENSPPYG00000013223",13,19,14
"4457","ENSPPYG00000013227",21,20,3
"4458","ENSPPYG00000013228",45,55,10
"4459","ENSPPYG00000013229",16,27,12
"4460","ENSPPYG00000013231",34,68,48
"4461","ENSPPYG00000013238",20,30,32
"4462","ENSPPYG00000013240",64,62,16
"4463","ENSPPYG00000013243",21,1,50
"4464","ENSPPYG00000013249",40,64,29
"4465","ENSPPYG00000013252",25,20,38
"4466","ENSPPYG00000013253",43,20,24
"4467","ENSPPYG00000013254",20,6,12
"4468","ENSPPYG00000013255",32,28,47
"4469","ENSPPYG00000013256",24,44,24
"4470","ENSPPYG00000013257",98,90,31
"4471","ENSPPYG00000013260",17,7,8
"4472","ENSPPYG00000013261",73,53,174
"4473","ENSPPYG00000013262",9,5,13
"4474","ENSPPYG00000013265",450,403,471
"4475","ENSPPYG00000013270",18,26,7
"4476","ENSPPYG00000013271",15,18,8
"4477","ENSPPYG00000013282",50,36,100
"4478","ENSPPYG00000013288",14,21,5
"4479","ENSPPYG00000013289",9,15,10
"4480","ENSPPYG00000013291",4,4,2
"4481","ENSPPYG00000013292",4,12,4
"4482","ENSPPYG00000013296",7,4,70
"4483","ENSPPYG00000013305",3,4,8
"4484","ENSPPYG00000013308",27,33,14
"4485","ENSPPYG00000013313",13,21,6
"4486","ENSPPYG00000013315",45,49,20
"4487","ENSPPYG00000013316",16,20,14
"4488","ENSPPYG00000013320",28,33,60
"4489","ENSPPYG00000013325",7,13,3
"4490","ENSPPYG00000013326",13,8,19
"4491","ENSPPYG00000013328",2,2,3
"4492","ENSPPYG00000013332",64,67,70
"4493","ENSPPYG00000013339",10,20,12
"4494","ENSPPYG00000013340",6,11,12
"4495","ENSPPYG00000013347",13,12,5
"4496","ENSPPYG00000013348",4,3,16
"4497","ENSPPYG00000013349",44,62,109
"4498","ENSPPYG00000013351",143,203,133
"4499","ENSPPYG00000013353",69,105,13
"4500","ENSPPYG00000013354",4,5,13
"4501","ENSPPYG00000013356",24,26,53
"4502","ENSPPYG00000013357",15,33,33
"4503","ENSPPYG00000013358",46,24,126
"4504","ENSPPYG00000013365",5,17,82
"4505","ENSPPYG00000013367",2,1,20
"4506","ENSPPYG00000013373",1,2,30
"4507","ENSPPYG00000013374",13,27,4
"4508","ENSPPYG00000013378",13,44,1
"4509","ENSPPYG00000013379",26,63,41
"4510","ENSPPYG00000013380",7,4,12
"4511","ENSPPYG00000013388",38,50,8
"4512","ENSPPYG00000013391",714,487,2532
"4513","ENSPPYG00000013393",9,28,1
"4514","ENSPPYG00000013394",9,16,7
"4515","ENSPPYG00000013400",43,86,6
"4516","ENSPPYG00000013401",22,30,10
"4517","ENSPPYG00000013402",46,55,160
"4518","ENSPPYG00000013405",13,27,18
"4519","ENSPPYG00000013409",38,32,248
"4520","ENSPPYG00000013410",2,6,5
"4521","ENSPPYG00000013413",2,8,1
"4522","ENSPPYG00000013416",3,4,21
"4523","ENSPPYG00000013417",10,16,24
"4524","ENSPPYG00000013422",33,79,43
"4525","ENSPPYG00000013423",119,260,16
"4526","ENSPPYG00000013424",30,52,26
"4527","ENSPPYG00000013429",15,20,38
"4528","ENSPPYG00000013431",147,134,16
"4529","ENSPPYG00000013432",66,80,64
"4530","ENSPPYG00000013436",10,7,19
"4531","ENSPPYG00000013437",73,47,139
"4532","ENSPPYG00000013438",59,87,5
"4533","ENSPPYG00000013440",21,64,32
"4534","ENSPPYG00000013441",8,16,20
"4535","ENSPPYG00000013443",39,32,11
"4536","ENSPPYG00000013444",46,34,38
"4537","ENSPPYG00000013446",4,22,5
"4538","ENSPPYG00000013447",5,3,24
"4539","ENSPPYG00000013457",17,18,17
"4540","ENSPPYG00000013461",32,56,8
"4541","ENSPPYG00000013462",6,9,7
"4542","ENSPPYG00000013466",16,24,12
"4543","ENSPPYG00000013467",35,23,58
"4544","ENSPPYG00000013470",10,15,11
"4545","ENSPPYG00000013471",1,1,1
"4546","ENSPPYG00000013474",13,13,12
"4547","ENSPPYG00000013475",6,2,34
"4548","ENSPPYG00000013478",2,5,10
"4549","ENSPPYG00000013479",13,14,20
"4550","ENSPPYG00000013482",10,6,1
"4551","ENSPPYG00000013483",20,28,19
"4552","ENSPPYG00000013485",110,133,308
"4553","ENSPPYG00000013486",37,32,71
"4554","ENSPPYG00000013490",24,25,33
"4555","ENSPPYG00000013493",17,9,37
"4556","ENSPPYG00000013494",7,12,6
"4557","ENSPPYG00000013495",155,129,119
"4558","ENSPPYG00000013498",3,3,22
"4559","ENSPPYG00000013500",12,28,16
"4560","ENSPPYG00000013501",8,8,6
"4561","ENSPPYG00000013503",158,176,115
"4562","ENSPPYG00000013507",32,24,36
"4563","ENSPPYG00000013510",43,33,249
"4564","ENSPPYG00000013512",4,56,16
"4565","ENSPPYG00000013514",53,46,38
"4566","ENSPPYG00000013515",4,16,12
"4567","ENSPPYG00000013516",16,39,18
"4568","ENSPPYG00000013518",6,13,10
"4569","ENSPPYG00000013519",8,8,13
"4570","ENSPPYG00000013535",16,28,4
"4571","ENSPPYG00000013536",17,29,14
"4572","ENSPPYG00000013538",2,8,2
"4573","ENSPPYG00000013539",5,8,1
"4574","ENSPPYG00000013542",13,25,9
"4575","ENSPPYG00000013543",4,7,34
"4576","ENSPPYG00000013548",40,66,24
"4577","ENSPPYG00000013550",14,19,1
"4578","ENSPPYG00000013552",22,16,2
"4579","ENSPPYG00000013556",9,10,5
"4580","ENSPPYG00000013559",4,1,32
"4581","ENSPPYG00000013572",10,15,13
"4582","ENSPPYG00000013573",9,8,14
"4583","ENSPPYG00000013576",20,16,37
"4584","ENSPPYG00000013577",34,43,55
"4585","ENSPPYG00000013578",5,9,23
"4586","ENSPPYG00000013581",59,67,8
"4587","ENSPPYG00000013585",11,32,16
"4588","ENSPPYG00000013586",6,12,10
"4589","ENSPPYG00000013588",1118,1170,3827
"4590","ENSPPYG00000013591",72,74,47
"4591","ENSPPYG00000013597",46,43,4
"4592","ENSPPYG00000013601",117,117,1195
"4593","ENSPPYG00000013603",33,60,24
"4594","ENSPPYG00000013604",43,35,151
"4595","ENSPPYG00000013606",45,15,40
"4596","ENSPPYG00000013611",5,16,11
"4597","ENSPPYG00000013612",98,56,8
"4598","ENSPPYG00000013614",22,34,20
"4599","ENSPPYG00000013621",28,22,13
"4600","ENSPPYG00000013627",6,5,7
"4601","ENSPPYG00000013639",23,43,18
"4602","ENSPPYG00000013644",9,18,10
"4603","ENSPPYG00000013647",5,9,8
"4604","ENSPPYG00000013652",2,7,22
"4605","ENSPPYG00000013658",46,69,96
"4606","ENSPPYG00000013661",26,29,30
"4607","ENSPPYG00000013662",20,35,13
"4608","ENSPPYG00000013664",36,77,95
"4609","ENSPPYG00000013666",6,6,6
"4610","ENSPPYG00000013667",5,6,26
"4611","ENSPPYG00000013669",42,58,71
"4612","ENSPPYG00000013671",6,31,8
"4613","ENSPPYG00000013676",15,25,17
"4614","ENSPPYG00000013677",4,4,9
"4615","ENSPPYG00000013679",27,24,38
"4616","ENSPPYG00000013680",7,5,33
"4617","ENSPPYG00000013681",8,7,8
"4618","ENSPPYG00000013683",45,43,20
"4619","ENSPPYG00000013684",1,1,19
"4620","ENSPPYG00000013685",13,24,11
"4621","ENSPPYG00000013688",6,11,5
"4622","ENSPPYG00000013692",20,28,33
"4623","ENSPPYG00000013694",85,92,14
"4624","ENSPPYG00000013696",50,58,5
"4625","ENSPPYG00000013697",8,13,8
"4626","ENSPPYG00000013698",6,12,1
"4627","ENSPPYG00000013701",10,18,6
"4628","ENSPPYG00000013702",17,22,8
"4629","ENSPPYG00000013709",4,2,6
"4630","ENSPPYG00000013714",14,50,47
"4631","ENSPPYG00000013717",15,17,12
"4632","ENSPPYG00000013718",12,45,9
"4633","ENSPPYG00000013722",6,17,10
"4634","ENSPPYG00000013726",2,2,7
"4635","ENSPPYG00000013728",132,51,46
"4636","ENSPPYG00000013729",53,48,10
"4637","ENSPPYG00000013730",9,18,13
"4638","ENSPPYG00000013735",17,24,5
"4639","ENSPPYG00000013737",13,10,11
"4640","ENSPPYG00000013738",19,23,47
"4641","ENSPPYG00000013739",2,1,3
"4642","ENSPPYG00000013743",92,85,93
"4643","ENSPPYG00000013746",54,86,166
"4644","ENSPPYG00000013751",6,8,44
"4645","ENSPPYG00000013753",4,5,13
"4646","ENSPPYG00000013760",44,46,42
"4647","ENSPPYG00000013761",6,19,17
"4648","ENSPPYG00000013762",14,18,12
"4649","ENSPPYG00000013763",7,7,1
"4650","ENSPPYG00000013765",3,2,5
"4651","ENSPPYG00000013766",12,18,9
"4652","ENSPPYG00000013768",83,142,27
"4653","ENSPPYG00000013774",15,34,6
"4654","ENSPPYG00000013777",18,6,14
"4655","ENSPPYG00000013778",22,24,8
"4656","ENSPPYG00000013779",5,12,18
"4657","ENSPPYG00000013784",8,23,10
"4658","ENSPPYG00000013789",27,31,22
"4659","ENSPPYG00000013790",5,7,6
"4660","ENSPPYG00000013793",5,8,15
"4661","ENSPPYG00000013797",5,8,1
"4662","ENSPPYG00000013798",76,72,49
"4663","ENSPPYG00000013799",15,29,25
"4664","ENSPPYG00000013800",84,96,84
"4665","ENSPPYG00000013801",9,10,5
"4666","ENSPPYG00000013802",6,6,158
"4667","ENSPPYG00000013803",17,34,70
"4668","ENSPPYG00000013805",7,15,15
"4669","ENSPPYG00000013806",2,7,17
"4670","ENSPPYG00000013808",4,5,36
"4671","ENSPPYG00000013809",24,45,10
"4672","ENSPPYG00000013812",30,59,6
"4673","ENSPPYG00000013814",34,53,81
"4674","ENSPPYG00000013815",22,41,21
"4675","ENSPPYG00000013816",5,8,59
"4676","ENSPPYG00000013818",780,1043,1186
"4677","ENSPPYG00000013819",16,19,39
"4678","ENSPPYG00000013820",7,13,10
"4679","ENSPPYG00000013821",24,5,1
"4680","ENSPPYG00000013822",18,22,6
"4681","ENSPPYG00000013824",13,17,7
"4682","ENSPPYG00000013825",39,38,99
"4683","ENSPPYG00000013830",8,9,54
"4684","ENSPPYG00000013832",14,25,6
"4685","ENSPPYG00000013833",74,72,149
"4686","ENSPPYG00000013837",4,4,23
"4687","ENSPPYG00000013840",30,19,18
"4688","ENSPPYG00000013842",15,18,77
"4689","ENSPPYG00000013843",2,3,18
"4690","ENSPPYG00000013844",16,19,25
"4691","ENSPPYG00000013845",20,19,6
"4692","ENSPPYG00000013848",21,32,38
"4693","ENSPPYG00000013851",157,206,137
"4694","ENSPPYG00000013855",17,25,48
"4695","ENSPPYG00000013857",8,7,72
"4696","ENSPPYG00000013859",4,4,24
"4697","ENSPPYG00000013860",4,7,14
"4698","ENSPPYG00000013864",19,11,21
"4699","ENSPPYG00000013865",7,13,8
"4700","ENSPPYG00000013867",2,2,1
"4701","ENSPPYG00000013868",38,37,63
"4702","ENSPPYG00000013872",26,26,26
"4703","ENSPPYG00000013873",286,323,109
"4704","ENSPPYG00000013874",27,60,13
"4705","ENSPPYG00000013881",18,35,17
"4706","ENSPPYG00000013882",154,158,114
"4707","ENSPPYG00000013883",30,46,13
"4708","ENSPPYG00000013884",146,124,372
"4709","ENSPPYG00000013885",27,32,79
"4710","ENSPPYG00000013886",32,46,35
"4711","ENSPPYG00000013887",22,27,42
"4712","ENSPPYG00000013890",20,23,42
"4713","ENSPPYG00000013894",6,9,16
"4714","ENSPPYG00000013895",20,16,30
"4715","ENSPPYG00000013896",16,17,46
"4716","ENSPPYG00000013898",88,105,353
"4717","ENSPPYG00000013899",1,7,6
"4718","ENSPPYG00000013901",3,2,4
"4719","ENSPPYG00000013902",11,36,52
"4720","ENSPPYG00000013904",11,15,64
"4721","ENSPPYG00000013905",6,8,4
"4722","ENSPPYG00000013906",3,6,6
"4723","ENSPPYG00000013908",6,12,28
"4724","ENSPPYG00000013912",13,13,5
"4725","ENSPPYG00000013913",44,59,10
"4726","ENSPPYG00000013914",31,39,23
"4727","ENSPPYG00000013915",39,36,11
"4728","ENSPPYG00000013917",1,6,10
"4729","ENSPPYG00000013918",15,22,28
"4730","ENSPPYG00000013919",7,21,2
"4731","ENSPPYG00000013922",17,25,1
"4732","ENSPPYG00000013923",10,28,15
"4733","ENSPPYG00000013924",36,41,236
"4734","ENSPPYG00000013939",5,3,2
"4735","ENSPPYG00000013944",17,27,15
"4736","ENSPPYG00000013946",10,7,5
"4737","ENSPPYG00000013949",30,24,53
"4738","ENSPPYG00000013952",10,5,7
"4739","ENSPPYG00000013953",4,4,10
"4740","ENSPPYG00000013954",28,44,15
"4741","ENSPPYG00000013958",6,12,22
"4742","ENSPPYG00000013959",6,5,36
"4743","ENSPPYG00000013962",2,2,1
"4744","ENSPPYG00000013974",41,93,40
"4745","ENSPPYG00000013978",7,16,14
"4746","ENSPPYG00000013979",33,22,38
"4747","ENSPPYG00000013980",4,3,18
"4748","ENSPPYG00000013983",94,57,424
"4749","ENSPPYG00000013984",9,13,9
"4750","ENSPPYG00000013985",2,3,9
"4751","ENSPPYG00000013986",74,77,39
"4752","ENSPPYG00000013993",1237,1207,7015
"4753","ENSPPYG00000013994",35,32,20
"4754","ENSPPYG00000013999",2,2,33
"4755","ENSPPYG00000014001",24,25,19
"4756","ENSPPYG00000014007",2,1,3
"4757","ENSPPYG00000014010",27,36,3
"4758","ENSPPYG00000014011",13,12,9
"4759","ENSPPYG00000014012",22,28,38
"4760","ENSPPYG00000014014",1,3,18
"4761","ENSPPYG00000014015",3,3,14
"4762","ENSPPYG00000014019",16,21,6
"4763","ENSPPYG00000014020",19,32,24
"4764","ENSPPYG00000014021",14,15,21
"4765","ENSPPYG00000014028",34,58,11
"4766","ENSPPYG00000014029",7,14,6
"4767","ENSPPYG00000014034",27,41,14
"4768","ENSPPYG00000014038",25,26,21
"4769","ENSPPYG00000014039",19,26,32
"4770","ENSPPYG00000014040",34,118,13
"4771","ENSPPYG00000014041",14,6,19
"4772","ENSPPYG00000014042",4,1,64
"4773","ENSPPYG00000014047",47,52,19
"4774","ENSPPYG00000014054",14,16,11
"4775","ENSPPYG00000014056",3,6,2
"4776","ENSPPYG00000014060",19,19,15
"4777","ENSPPYG00000014061",78,93,30
"4778","ENSPPYG00000014065",568,902,238
"4779","ENSPPYG00000014067",51,51,14
"4780","ENSPPYG00000014068",5,6,12
"4781","ENSPPYG00000014074",11,26,11
"4782","ENSPPYG00000014079",8,20,12
"4783","ENSPPYG00000014081",84,67,19
"4784","ENSPPYG00000014082",8,9,14
"4785","ENSPPYG00000014083",18,22,45
"4786","ENSPPYG00000014085",8,36,14
"4787","ENSPPYG00000014087",23,37,27
"4788","ENSPPYG00000014090",8,9,10
"4789","ENSPPYG00000014091",13,21,8
"4790","ENSPPYG00000014092",9,23,22
"4791","ENSPPYG00000014096",13,15,19
"4792","ENSPPYG00000014097",26,40,11
"4793","ENSPPYG00000014101",4,22,48
"4794","ENSPPYG00000014102",48,50,12
"4795","ENSPPYG00000014103",2,2,14
"4796","ENSPPYG00000014105",15,23,8
"4797","ENSPPYG00000014106",7,7,17
"4798","ENSPPYG00000014108",28,45,17
"4799","ENSPPYG00000014112",20,30,9
"4800","ENSPPYG00000014114",1,4,32
"4801","ENSPPYG00000014115",34,50,49
"4802","ENSPPYG00000014118",6,17,14
"4803","ENSPPYG00000014121",16,22,22
"4804","ENSPPYG00000014122",17,22,26
"4805","ENSPPYG00000014130",29,24,47
"4806","ENSPPYG00000014140",17,24,8
"4807","ENSPPYG00000014144",6,16,24
"4808","ENSPPYG00000014145",8,19,11
"4809","ENSPPYG00000014147",5,8,10
"4810","ENSPPYG00000014154",33,32,98
"4811","ENSPPYG00000014155",57,79,17
"4812","ENSPPYG00000014165",5,9,2
"4813","ENSPPYG00000014167",40,49,36
"4814","ENSPPYG00000014169",66,79,52
"4815","ENSPPYG00000014170",8,11,22
"4816","ENSPPYG00000014172",3,6,15
"4817","ENSPPYG00000014173",6,5,8
"4818","ENSPPYG00000014178",29,52,35
"4819","ENSPPYG00000014180",5,10,14
"4820","ENSPPYG00000014187",7,9,24
"4821","ENSPPYG00000014205",154,173,640
"4822","ENSPPYG00000014218",23,27,7
"4823","ENSPPYG00000014222",28,45,11
"4824","ENSPPYG00000014227",4,2,8
"4825","ENSPPYG00000014228",15,10,4
"4826","ENSPPYG00000014229",49,51,82
"4827","ENSPPYG00000014233",82,66,202
"4828","ENSPPYG00000014234",24,41,14
"4829","ENSPPYG00000014237",22,44,14
"4830","ENSPPYG00000014242",22,25,24
"4831","ENSPPYG00000014244",26,35,3
"4832","ENSPPYG00000014247",18,28,10
"4833","ENSPPYG00000014252",4,7,20
"4834","ENSPPYG00000014256",26,31,19
"4835","ENSPPYG00000014258",27,54,5
"4836","ENSPPYG00000014261",1,2,6
"4837","ENSPPYG00000014263",37,60,6
"4838","ENSPPYG00000014275",45,44,11
"4839","ENSPPYG00000014276",5,10,1
"4840","ENSPPYG00000014285",29,44,38
"4841","ENSPPYG00000014289",7,15,14
"4842","ENSPPYG00000014294",5,7,14
"4843","ENSPPYG00000014301",13,29,3
"4844","ENSPPYG00000014303",7,6,6
"4845","ENSPPYG00000014312",13,11,6
"4846","ENSPPYG00000014316",2,4,8
"4847","ENSPPYG00000014318",26,45,9
"4848","ENSPPYG00000014320",25,25,11
"4849","ENSPPYG00000014321",64,47,116
"4850","ENSPPYG00000014324",8,25,5
"4851","ENSPPYG00000014327",87,134,57
"4852","ENSPPYG00000014328",22,28,40
"4853","ENSPPYG00000014331",21,30,21
"4854","ENSPPYG00000014332",33,26,1
"4855","ENSPPYG00000014336",6,6,12
"4856","ENSPPYG00000014338",49,37,95
"4857","ENSPPYG00000014339",3,2,4
"4858","ENSPPYG00000014344",47,48,66
"4859","ENSPPYG00000014345",29,51,10
"4860","ENSPPYG00000014346",164,141,146
"4861","ENSPPYG00000014347",35,43,45
"4862","ENSPPYG00000014350",21,19,41
"4863","ENSPPYG00000014351",18,18,41
"4864","ENSPPYG00000014354",146,133,108
"4865","ENSPPYG00000014357",55,78,211
"4866","ENSPPYG00000014362",8,13,15
"4867","ENSPPYG00000014367",3,5,12
"4868","ENSPPYG00000014368",13,19,7
"4869","ENSPPYG00000014373",49,106,21
"4870","ENSPPYG00000014376",3,13,6
"4871","ENSPPYG00000014380",40,56,67
"4872","ENSPPYG00000014384",134,225,88
"4873","ENSPPYG00000014385",30,50,67
"4874","ENSPPYG00000014395",1,3,7
"4875","ENSPPYG00000014401",3,2,8
"4876","ENSPPYG00000014405",4,2,2
